conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,global_rank,rating
centennial_conference,Centennial Conference,2025-26,softball,Swarthmore,Lucia Sanchez,,,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,5.1,6.0,3.0,5.0,2.0,1.0,1.0,0.0,3.94,22.0,31.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.318,9.0,5.0,0.0,"1,4","6,14","2,4",0.0,"3,9",-0.7902201459948011,3955,53
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,softball,UW-Eau Claire,Alli Schoenr,,,,5,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.75,0.0,0.0,0.0,1.0,2.0,1.0,"0,1",0.0,0.0,1.0,"0,2",0.0,0.0,2.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0,1",0,"0,2",0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7902201459948011,3956,53
ll,Liberty League (LL),2025-26,softball,Ithaca,Ainsley Rogers,,,,5,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,2.0,"0,1",0.0,0.0,1.0,"0,1",0.0,0.0,1.0,"0,1",0.0,0.0,1.0,"0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,0,0,"0,1",0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,4.0,3.0,4.0,2.0,1.0,0.0,0.0,4.85,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.222,5.0,6.0,0.0,"0,1","2,4","1,1",0.0,"0,1",-0.7902201459948011,3957,53
nescac,New England Small College Athletic Conference (NESCAC),2025-26,softball,Williams,E. Chan,,,,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.75,4.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,7.0,6.0,2.0,4.0,4.0,0.0,0.0,6.63,30.0,34.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.367,5.0,11.0,0.0,"3,4","6,12","1,2",0.0,"1,3",-0.7902201459948011,3958,53
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Johnson Jazmin,,,,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,17.2,8.0,7.0,4.0,17.0,4.0,1.0,1.0,2.77,71.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.239,20.0,15.0,0.0,"3,12","4,21","3,4",0.0,"6,19",-0.7902201459948011,3959,53
oac,Ohio Athletic Conference (OAC),2025-26,softball,Capital,Ceilidh Cooper,,,,5,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"0,2",0.0,0.0,2.0,"0,2",0.0,0.0,2.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,"1,2",0,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7902201459948011,3960,53
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,softball,Wilson College,Lindsey Dalenberg,,,,14,14,42.0,8.0,14.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378,16.0,46.0,2.0,1.0,0.333,0.381,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,2.0,2.0,11.0,6.0,"4,8",0.5,4.0,8.0,"3,19",0.16,3.0,19.0,"2,10",0.2,2.0,10.0,"3,8",0.38,3.0,8.0,0,0.0,0.0,0.0,"8,14","0,2","8,21",0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7903508941444835,3961,53
ncac,North Coast Athletic Conference (NCAC),2025-26,softball,DePauw,Angelese Cruz,,,,26,1,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.636,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,"0,2",0.0,0.0,2.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"0,1",0,"0,2",0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7904628672117413,3962,53
mac,Middle Atlantic Conferences (MAC),2025-26,softball,York,Bri McKeown,,,,16,10,34.0,5.0,13.0,6.0,2.0,0.0,0.0,5.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.475,15.0,40.0,0.0,0.0,0.382,0.441,10.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.909,0.0,0.0,0.0,0.0,9.0,4.0,"8,16",0.5,8.0,16.0,"9,19",0.47,9.0,19.0,"7,13",0.54,7.0,13.0,"0,5",0.0,0.0,5.0,0,0.0,0.0,0.0,"1,6","1,3","13,23",0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7907855540100667,3963,53
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,softball,Mount St. Joseph,K. Bain,,,,18,8,35.0,7.0,7.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279,8.0,43.0,1.0,1.0,0.2,0.229,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.909,0.0,0.0,2.0,2.0,9.0,15.0,"4,16",0.25,4.0,16.0,"5,26",0.19,5.0,26.0,"4,17",0.24,4.0,17.0,"0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,"1,5","3,6","14,31",16,0.0,0.0,0.0,90,0.0,0.0,0.0,8.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.790868909838812,3964,53
arc,American Rivers Conference (ARC),2025-26,softball,Univ. of Dubuque,Lahner Morgan,,,,13,6,25.0,6.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357,8.0,28.0,0.0,0.0,0.32,0.32,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,2.0,5.0,8.0,"0,5",0.0,0.0,5.0,"7,19",0.37,7.0,19.0,"6,15",0.4,6.0,15.0,"1,2",0.5,1.0,2.0,0.0,0.0,0.0,0.0,"1,2","5,7","13,21",45,0.0,0.0,0.0,23,0.0,0.0,0.0,5.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7909514282242917,3965,53
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,softball,Saint Mary's,Gabbie Grover,,,,7,0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,2.0,8.0,0.0,0.0,0.4,0.4,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,"2,4",0.5,2.0,4.0,"2,4",0.5,2.0,4.0,"2,4",0.5,2.0,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,"1,1","4,5",0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7912946722849891,3966,53
nac,North Atlantic Conference (NAC),2025-26,softball,VTSU Johnson,G. Allen,,,,25,24,73.0,9.0,20.0,4.0,4.0,0.0,0.0,5.0,0.0,1.0,20.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,24.0,80.0,1.0,1.0,0.274,0.329,31.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.825,0.0,0.0,2.0,2.0,14.0,17.0,"5,24",0.21,5.0,24.0,"8,37",0.22,8.0,37.0,"5,26",0.19,5.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"12,19","2,6","10,38",2,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7913638120614033,3967,53
ccc,The Commonwealth Coast Conference (CCC),2025-26,softball,Nichols College,Emily Iannuc,,,,8,8,23.0,5.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458,11.0,27.0,0.0,0.0,0.435,0.478,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,10.0,3.0,"2,7",0.29,2.0,7.0,"4,9",0.44,4.0,9.0,"4,6",0.67,4.0,6.0,"1,3",0.33,1.0,3.0,0,0.0,0.0,0.0,"0,1","1,2","8,12",0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7929878205849424,3968,53
saa,Southern Athletic Association (SAA),2025-26,softball,Millsaps,Ava Palumbo,,,,27,11,29.0,12.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.273,5.0,33.0,2.0,1.0,0.172,0.172,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.938,0.0,0.0,1.0,3.0,13.0,4.0,"3,11",0.27,3.0,11.0,"4,14",0.29,4.0,14.0,"4,13",0.31,4.0,13.0,"0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,"1,8","0,2","10,17",4,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7936866145663066,3969,53
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,Brevard,Kayleigh Marr,,,,6,0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,4.0,3.0,0.667,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,1",1.0,1.0,1.0,"1,2",0.5,1.0,2.0,"1,1",1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,"1,2",0,0.0,0.0,0.0,"1,1",1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7940075914349009,3970,53
lec,Little East Conference (LEC),2025-26,softball,UMass Boston,Avery Weinstein,,,,20,13,38.0,2.0,12.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.333,12.0,43.0,0.0,0.0,0.316,0.316,9.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.87,0.0,0.0,1.0,1.0,21.0,4.0,"9,19",0.47,9.0,19.0,"8,20",0.4,8.0,20.0,"5,14",0.36,5.0,14.0,"1,1",1.0,1.0,1.0,0,0.0,0.0,0.0,"0,5","2,2","16,24",0,0.0,0.0,0.0,68,0.0,0.0,0.0,12.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7954891815359427,3971,53
pac,Presidents Athletic Conference (PAC),2025-26,softball,Franciscan,A. Savage,,,,24,24,65.0,6.0,12.0,6.0,2.0,0.0,0.0,9.0,0.0,2.0,18.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.303,14.0,76.0,5.0,1.0,0.185,0.215,40.0,45.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,95.0,0.895,0.0,0.0,5.0,3.0,13.0,17.0,"3,23",0.13,3.0,23.0,"7,36",0.19,7.0,36.0,"4,20",0.2,4.0,20.0,"0,2",0.0,0.0,2.0,0,0.0,0.0,0.0,"6,12","5,12","15,40",1,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.795529323330155,3972,53
e8,Empire 8 (E8),2025-26,softball,Hartwick,Casey O'conn,,,,27,24,62.0,3.0,15.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.273,15.0,67.0,4.0,0.75,0.242,0.242,27.0,21.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,0.889,0.0,0.0,1.0,1.0,16.0,15.0,"4,25",0.16,4.0,25.0,"10,36",0.28,10.0,36.0,"8,30",0.27,8.0,30.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"4,8","5,6","16,38",13,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,4.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.79636484247715,3973,53
e8,Empire 8 (E8),2025-26,softball,Brockport,"Dougherty, Erin",,,,25,22,47.0,10.0,8.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,22.0,4.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,10.0,55.0,10.0,0.9,0.17,0.213,33.0,48.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.88,0.0,0.0,2.0,0.0,12.0,7.0,"2,18",0.11,2.0,18.0,"6,23",0.26,6.0,23.0,"3,14",0.21,3.0,14.0,"0,3",0.0,0.0,3.0,0,0.0,0.0,0.0,"2,11","2,3","14,30",1,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7964364656599083,3974,53
lec,Little East Conference (LEC),2025-26,softball,Plymouth State,Kiera Larson,,,,19,14,40.0,4.0,10.0,5.0,2.0,0.0,0.0,3.0,0.0,2.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,12.0,46.0,2.0,1.0,0.25,0.3,29.0,3.0,2.0,0.0,0.0,19.0,2.0,1.0,0.0,34.0,0.941,21.0,0.905,1.0,2.0,16.0,9.0,"3,12",0.25,3.0,12.0,"6,26",0.23,6.0,26.0,"4,18",0.22,4.0,18.0,"1,4",0.25,1.0,4.0,0,0.0,0.0,0.0,"2,7","2,2","14,29",0,0.0,0.0,0.0,7,0.0,0.0,0.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7965613606366557,3975,53
odac,Old Dominion Athletic Conference (ODAC),2025-26,softball,Averett University,Madison Akers,,,,21,11,24.0,2.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,9.0,27.0,1.0,1.0,0.25,0.375,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.941,0.0,0.0,1.0,0.0,8.0,6.0,"2,9",0.22,2.0,9.0,"3,11",0.27,3.0,11.0,"2,7",0.29,2.0,7.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"3,8",0,"6,14",1,0.0,0.0,0.0,22,0.0,0.0,0.0,3.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7986405746100926,3976,53
odac,Old Dominion Athletic Conference (ODAC),2025-26,softball,Virginia Wesleyan,Riley Curtice,,,,27,0,10.0,8.0,5.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,14.0,3.0,0.667,0.5,0.6,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,"3,6",0.5,3.0,6.0,"4,9",0.44,4.0,9.0,"2,4",0.5,2.0,4.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"1,1","2,2","9,12",0,0.0,0.0,0.0,121,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,-0.800297940339891,3977,53
ll,Liberty League (LL),2025-26,softball,Skidmore,Delaney Swain,,,,20,14,43.0,3.0,10.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239,12.0,47.0,0.0,0.0,0.233,0.279,26.0,29.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,59.0,0.932,0.0,0.0,1.0,0.0,10.0,17.0,"3,15",0.2,3.0,15.0,"4,19",0.21,4.0,19.0,"4,14",0.29,4.0,14.0,"2,6",0.33,2.0,6.0,0,0.0,0.0,0.0,"4,13","4,4","10,22",213,0.0,0.0,0.0,174,0.0,0.0,0.0,5.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8006186004314482,3978,53
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,Meredith,Kaley Holmquist,,,,5,1,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,2.0,7.0,0.0,0.0,0.143,0.286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,"1,2",0.5,1.0,2.0,"1,6",0.17,1.0,6.0,"1,3",0.33,1.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,"0,1","0,1","2,6","0,1",0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8006669473824095,3979,53
usa_south_athletic_confe,USA South Athletic Conference,2025-26,softball,Brevard,Valarie Sorrell,,,,5,0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,5.0,0.0,0.0,0.2,0.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,2",0.5,1.0,2.0,"1,2",0.5,1.0,2.0,"1,1",1.0,1.0,1.0,"0,1",0.0,0.0,1.0,0,0.0,0.0,0.0,"0,1",0,"2,2",0,0.0,0.0,0.0,14,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8006669473824095,3980,53
