conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,global_rank,rating
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,NJCU,"LaSalle, Damon",0,,19,29,7,0.111,54.0,14.0,20.0,1.0,0.0,7.0,0.0,6.0,5.0,47.0,0.0,0.0,3.0,0.0,5.0,12.0,1.0,10.0,2.0,33.0,0.0,0.69,0.03,0.17,0.41,0.21,1.14,-0.0839334716022676,543,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Illinois Tech,"Michler, Matthew",0,,13,12,2,0.556,9.0,0.0,5.0,60.0,1.0,170.0,0.0,0.0,3.0,20.0,0.0,0.0,1.0,0.0,10.0,2.0,0.0,2.0,0.0,6.0,0.0,0.42,5.0,0.83,0.17,0.0,0.5,-0.0977613581547217,544,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Wisconsin Lutheran,"Davies, Logan",0,,4,3,0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.5,0.0,0.33,0.33,0.0,0.33,0.33,0.83,-0.100294232886677,545,57
skyline_conference,Skyline Conference,2025-26,mvb,Manhattanville,"Diamond, Matthew",0,,6,48,20,0.062,145.0,39.0,48.0,8.0,0.0,53.0,0.0,9.0,26.0,118.0,0.0,0.0,221.0,8.0,76.0,3.0,0.0,2.0,1.0,59.0,0.0,1.0,0.17,1.58,0.06,0.19,1.23,-0.1107246811066554,546,57
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Gallaudet University,Tyler Furzland,0,,20,4,5,-0.167,6.0,1.0,0.0,11.0,0.0,51.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,2.75,0.25,0.75,0.0,0.5,-0.1146464668511534,547,57
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Messiah,"Earhart, Ethan",0,,24,15,3,0.294,34.0,7.0,17.0,0.0,0.0,0.0,0.0,1.0,3.0,18.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,21.0,1.0,1.13,0.0,0.13,0.27,0.07,1.4,-0.1218688470157124,548,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Rockford,"Namai, Tsubasa",0,,23,92,34,0.097,72.0,17.0,24.0,380.0,12.0,1037.0,0.0,21.0,56.0,327.0,0.0,0.0,7.0,0.0,134.0,5.0,0.0,4.0,1.0,48.0,4.0,0.26,4.13,1.46,0.05,0.23,0.52,-0.1239808689837242,549,57
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Rutgers-Newark,"Correia, Gabriel",0,,17,1,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.1244986135698662,550,57
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Cairn University,"Cabrera, Caleb",0,,10,69,48,0.213,169.0,30.0,66.0,1.0,2.0,21.0,0.0,4.0,13.0,38.0,0.0,0.0,5.0,2.0,15.0,33.0,11.0,27.0,6.0,89.5,0.0,0.96,0.01,0.22,0.48,0.06,1.3,-0.1249329835334811,551,57
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Gallaudet University,Nathan Sheppeck,0,,7,40,24,-0.075,241.0,64.0,46.0,6.0,2.0,29.0,0.0,2.0,8.0,148.0,0.0,0.0,59.0,4.0,53.0,9.0,2.0,7.0,2.0,53.5,0.0,1.15,0.15,1.33,0.23,0.05,1.34,-0.1256223551120167,552,57
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Grove City,"Fisher, Andrew",0,,24,16,4,0.08,25.0,7.0,9.0,1.0,0.0,7.0,0.0,2.0,11.0,50.0,0.0,0.0,1.0,0.0,6.0,9.0,3.0,6.0,3.0,17.0,0.0,0.56,0.06,0.38,0.56,0.13,1.06,-0.1266145551369968,553,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,St. Norbert,"Van Ooyen, Jacob",0,,11,60,8,0.068,207.0,49.0,63.0,12.0,1.0,38.0,0.0,10.0,18.0,191.0,0.0,0.0,215.0,12.0,64.0,7.0,0.0,5.0,2.0,77.5,0.0,1.05,0.2,1.07,0.12,0.17,1.29,-0.1521280613111496,554,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Chicago,"Johnson, Tate",0,,12,20,7,0.067,75.0,18.0,23.0,1.0,1.0,13.0,0.0,1.0,15.0,49.0,0.0,0.0,49.0,5.0,20.0,4.0,1.0,4.0,0.0,26.0,0.0,1.15,0.05,1.0,0.2,0.05,1.3,-0.1602849296008916,555,57
skyline_conference,Skyline Conference,2025-26,mvb,Manhattanville,"Rothluebbers, Jake",0,,15,78,15,0.103,203.0,54.0,75.0,5.0,1.0,32.0,0.0,12.0,33.0,205.0,0.0,0.0,3.0,0.0,109.0,17.0,2.0,15.0,2.0,96.5,1.0,0.96,0.06,1.4,0.22,0.15,1.24,-0.1626075866013183,556,57
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,King's,"Aikens, Logan",0,,8,52,47,0.211,95.0,17.0,37.0,7.0,3.0,21.0,0.0,1.0,4.0,17.0,0.0,0.0,13.0,3.0,9.0,34.0,4.0,27.0,7.0,58.5,0.0,0.71,0.13,0.17,0.65,0.02,1.13,-0.1658173159237216,557,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Wisconsin Lutheran,"Malaythong, Martin",0,,16,1,0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,-0.1688950718752465,558,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,MSOE,"Wolf, John",0,,17,6,0,0.176,17.0,2.0,5.0,1.0,0.0,4.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,6.5,0.0,0.83,0.17,0.33,0.5,0.0,1.08,-0.1699882412683488,559,57
skyline_conference,Skyline Conference,2025-26,mvb,Mount Saint Vincent,"Paulino, Felix",0,,9,85,54,-0.156,45.0,12.0,5.0,358.0,25.0,1140.0,0.0,20.0,40.0,234.0,0.0,0.0,93.0,10.0,133.0,8.0,0.0,7.0,1.0,29.5,1.0,0.06,4.21,1.56,0.09,0.24,0.35,-0.1834069645632929,560,57
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Neumann,"Raye-Ryan, Isaiah",0,,9,65,20,0.027,111.0,30.0,33.0,2.0,2.0,40.0,0.0,14.0,32.0,193.0,0.0,0.0,0.0,0.0,26.0,34.0,5.0,25.0,9.0,68.5,1.0,0.51,0.03,0.4,0.52,0.22,1.05,-0.1989584414204268,561,57
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Grove City,"Lambert, Derrick",0,,12,49,14,0.092,174.0,42.0,58.0,4.0,1.0,34.0,0.0,3.0,10.0,119.0,0.0,0.0,81.0,13.0,46.0,9.0,2.0,8.0,1.0,66.0,0.0,1.18,0.08,0.94,0.18,0.06,1.35,-0.2091643647240744,562,57
e8,Empire 8 (E8),2025-26,mvb,Poly,"Latino, Zach",0,,8,59,12,0.258,178.0,28.0,74.0,2.0,2.0,18.0,0.0,1.0,5.0,27.0,0.0,0.0,1.0,0.0,25.0,14.0,2.0,12.0,2.0,83.0,1.0,1.25,0.03,0.42,0.24,0.02,1.41,-0.2117867234237445,563,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Wisconsin,"Rauter, Logan",0,,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,-0.2172726378496128,564,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Edgewood,"Nettesheim, Kevin",0,,16,8,1,0.211,19.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,9.0,1.0,0.88,0.0,0.25,0.5,0.0,1.13,-0.2225003527147845,565,56
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,NJCU,"McGehee, Mike",0,,23,58,8,0.054,149.0,42.0,50.0,5.0,0.0,30.0,0.0,8.0,16.0,170.0,0.0,0.0,1.0,1.0,62.0,16.0,6.0,16.0,0.0,66.0,0.0,0.86,0.09,1.07,0.28,0.14,1.14,-0.2266434796848819,566,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Marian,"Shogren,Carter",0,,10,51,24,0.233,86.0,16.0,36.0,3.0,0.0,7.0,0.0,4.0,20.0,93.0,0.0,0.0,3.0,0.0,33.0,26.0,4.0,25.0,1.0,53.5,0.0,0.71,0.06,0.65,0.51,0.08,1.05,-0.231338397202741,567,56
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph-Macon College,"Brizendine, JB",0,,18,7,2,0.273,11.0,2.0,5.0,0.0,0.0,1.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,7.5,0.0,0.71,0.0,0.14,0.14,0.29,1.07,-0.2330258174249549,568,56
e8,Empire 8 (E8),2025-26,mvb,Poly,"Ranger, Kaiden",0,,20,94,39,0.275,273.0,43.0,118.0,2.0,5.0,31.0,0.0,1.0,8.0,28.0,0.0,0.0,0.0,0.0,15.0,29.0,2.0,22.0,7.0,137.0,0.0,1.26,0.02,0.16,0.31,0.01,1.46,-0.2448134192228201,569,56
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Saint Elizabeth University,"Lugo, Sam",0,,3,72,34,0.018,168.0,34.0,37.0,20.0,1.0,90.0,0.0,6.0,43.0,200.0,0.0,0.0,5.0,2.0,55.0,46.0,6.0,27.0,19.0,75.5,2.0,0.51,0.28,0.76,0.64,0.08,1.05,-0.2467550358955897,570,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Marian,"Velasco,Aaron",0,,1,89,7,0.186,215.0,45.0,85.0,32.0,0.0,71.0,0.0,6.0,28.0,40.0,0.0,0.0,416.0,19.0,222.0,7.0,1.0,5.0,2.0,95.5,0.0,0.96,0.36,2.49,0.08,0.07,1.07,-0.24843424288857,571,56
skyline_conference,Skyline Conference,2025-26,mvb,Old Westbury,"Anthony, Ashwin",0,,7,2,0,0.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.2518218203536541,572,56
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Bethany,"Fletcher, Scottie",0,,17,7,0,0.125,16.0,4.0,6.0,0.0,1.0,2.0,0.0,2.0,4.0,14.0,0.0,0.0,20.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.86,0.0,0.29,0.0,0.29,1.14,-0.2521345450412198,573,56
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Hiram,"Largaespada, Emilio",0,,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.257318004666712,574,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Lakeland,"Toledo, Caden",0,,9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.257318004666712,575,56
e8,Empire 8 (E8),2025-26,mvb,Elmira,"Suffa, Jake",0,,2,44,21,0.155,116.0,23.0,41.0,3.0,1.0,24.0,0.0,7.0,15.0,150.0,0.0,0.0,181.0,15.0,52.0,5.0,0.0,3.0,2.0,51.5,0.0,0.93,0.07,1.18,0.11,0.16,1.17,-0.2578849965150329,576,56
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Hood,"Catts, Blake",0,,12,91,44,0.039,331.0,90.0,103.0,11.0,1.0,43.0,0.0,12.0,23.0,154.0,0.0,0.0,46.0,3.0,52.0,24.0,1.0,19.0,5.0,129.5,1.0,1.13,0.12,0.57,0.26,0.13,1.42,-0.2604664243086824,577,56
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Eastern Mennonite University,"Wright, Delan",0,,7,8,0,-0.188,16.0,7.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,17.0,0.0,0.0,9.0,0.0,1.0,3.0,0.0,3.0,0.0,7.5,0.0,0.5,0.0,0.13,0.38,0.25,0.94,-0.2619593692238391,578,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,St. Norbert,"Grassl, Ethan",0,,21,23,3,0.0,22.0,6.0,6.0,87.0,1.0,224.0,0.0,5.0,11.0,52.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,12.0,0.0,0.26,3.78,0.74,0.04,0.22,0.52,-0.2775316785185843,579,56
e8,Empire 8 (E8),2025-26,mvb,Russell Sage,"Burrowes, Confidence",0,,3,44,13,0.275,109.0,20.0,50.0,2.0,0.0,12.0,0.0,1.0,22.0,39.0,0.0,0.0,3.0,0.0,9.0,15.0,2.0,13.0,2.0,59.5,0.0,1.14,0.05,0.2,0.34,0.02,1.35,-0.2795086308599371,580,56
e8,Empire 8 (E8),2025-26,mvb,St. John Fisher,"Tarataglia, Nick",0,,14,10,0,0.238,21.0,5.0,10.0,1.0,0.0,2.0,0.0,0.0,4.0,22.0,0.0,0.0,13.0,1.0,9.0,3.0,0.0,3.0,0.0,11.5,0.0,1.0,0.1,0.9,0.3,0.0,1.15,-0.2842027782468053,581,56
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Rutgers-Newark,"Apito, Aidan",0,,11,73,18,0.177,215.0,46.0,84.0,15.0,2.0,48.0,0.0,5.0,18.0,231.0,0.0,0.0,286.0,16.0,67.0,12.0,2.0,10.0,2.0,96.0,0.0,1.15,0.21,0.92,0.16,0.07,1.32,-0.2891484136784863,582,56
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Roanoke College,"Scherber, Nathan",0,,16,3,0,0.0,8.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.5,0.0,0.67,0.0,0.33,0.33,0.0,0.83,-0.2914314731637755,583,56
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Chatham,Kendal Herbert,0,,15,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2920883744512258,584,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,MSOE,"Shavitz, Carter",0,,10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2920883744512258,585,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Lakeland,"Caho, Morgan",0,,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2920883744512258,586,56
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Valley Forge,Will Schmidheini,0,,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2920883744512258,587,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Benedictine,"Vlahos, Tommy",0,,22,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2920883744512258,588,56
skyline_conference,Skyline Conference,2025-26,mvb,Yeshiva,"Dekel, Gilad",0,,99,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2920883744512258,589,56
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Saint Vincent,Chris Sexton,0,,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2920883744512258,590,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Lakeland,"Hesselink, Wade",0,,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2925135425550479,591,55
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Hiram,Eli Coundourides,0,,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2925135425550479,592,55
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Wisconsin,"Wagner, Elliot",0,,12,1,0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2925819387027951,593,55
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Virginia Wesleyan,"Rombaoa, Beckham",0,,7,52,13,0.125,16.0,1.0,3.0,277.0,3.0,638.0,0.0,11.0,35.0,154.0,0.0,0.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,14.0,0.0,0.06,5.33,0.96,0.0,0.21,0.27,-0.2987994110995733,594,55
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Ramapo,"Lindstrom, Logan",0,,2,13,0,0.211,19.0,4.0,8.0,1.0,0.0,9.0,0.0,3.0,4.0,40.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,3.0,14.0,0.0,0.62,0.08,0.38,0.23,0.23,1.08,-0.3130419850613217,595,55
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,",Grant Swierczynski",0,,32,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,2.0,2.5,0.0,0.0,0.0,0.75,0.75,0.0,0.63,-0.3170739195597916,596,55
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevens,"Bozarth, Quinn",0,,20,14,2,0.4,10.0,0.0,4.0,61.0,0.0,135.0,0.0,1.0,3.0,32.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,3.0,0.0,6.5,0.0,0.29,4.36,0.36,0.21,0.07,0.46,-0.3228434101468964,597,55
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Misericordia,"Breski, Peter",0,,17,13,4,0.2,10.0,1.0,3.0,52.0,0.0,121.0,0.0,2.0,9.0,27.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,6.0,1.0,0.23,4.0,0.54,0.15,0.15,0.46,-0.3271655848726801,598,55
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Kean,"Iozzi, Tyler",0,,20,40,4,0.128,109.0,22.0,36.0,5.0,0.0,28.0,0.0,1.0,15.0,92.0,0.0,0.0,159.0,8.0,40.0,13.0,8.0,10.0,3.0,45.0,0.0,0.9,0.13,1.0,0.33,0.03,1.13,-0.3323721187302254,599,55
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Wisconsin Lutheran,"Haeuser, Connor",0,,11,96,36,0.035,286.0,66.0,76.0,44.0,0.0,156.0,0.0,22.0,44.0,284.0,0.0,0.0,474.0,18.0,125.0,14.0,1.0,11.0,3.0,106.5,0.0,0.79,0.46,1.3,0.15,0.23,1.11,-0.3352139250477495,600,55
skyline_conference,Skyline Conference,2025-26,mvb,Old Westbury,"Williams, Connor",0,,14,30,2,-0.028,71.0,17.0,15.0,1.0,2.0,12.0,0.0,4.0,9.0,56.0,0.0,0.0,10.0,0.0,13.0,16.0,3.0,12.0,4.0,29.0,0.0,0.5,0.03,0.43,0.53,0.13,0.97,-0.3385153083751557,601,55
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Kean,"Fregenti, Armen",0,,9,4,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,16.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.5,0.0,0.5,0.5,-0.3389315700302873,602,55
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Thiel,"Dugan, Rex",0,,8,3,0,0.75,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.33,0.0,0.0,1.0,-0.3403486789343969,603,55
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Messiah,"Gillespie, Sean",0,,6,36,3,0.176,91.0,19.0,35.0,5.0,0.0,25.0,0.0,6.0,29.0,105.0,0.0,0.0,63.0,1.0,26.0,4.0,0.0,3.0,1.0,43.5,0.0,0.97,0.14,0.72,0.11,0.17,1.21,-0.3419384353688017,604,55
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Geneva,"O'Donnell, Paul",0,,17,51,9,0.065,200.0,53.0,66.0,2.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,9.0,14.0,1.0,14.0,0.0,73.0,0.0,1.29,0.04,0.18,0.27,0.0,1.43,-0.3477903495763128,605,55
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Aurora,"Dwyer, Luke",0,,22,17,0,0.5,6.0,0.0,3.0,68.0,0.0,158.0,0.0,4.0,12.0,42.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,7.0,0.0,0.18,4.0,0.76,0.0,0.24,0.41,-0.355132339757656,606,55
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Aurora,"Zukley, Xavier",0,,19,2,0,-0.222,9.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,-0.3553036928155055,607,55
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Kean,"Flores, David",0,,6,66,11,-0.114,35.0,9.0,5.0,385.0,7.0,933.0,0.0,4.0,16.0,235.0,0.0,0.0,2.0,0.0,89.0,4.0,1.0,4.0,0.0,11.0,0.0,0.08,5.83,1.35,0.06,0.06,0.17,-0.3593526980514192,608,55
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Illinois Tech,"Sherman, Eli",0,,11,76,11,0.23,87.0,13.0,33.0,271.0,5.0,692.0,0.0,3.0,6.0,106.0,0.0,0.0,1.0,0.0,40.0,18.0,2.0,16.0,2.0,46.0,0.0,0.43,3.57,0.53,0.24,0.04,0.61,-0.3612209700408956,609,55
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Marian,"Bou,Giancarlo",0,,25,89,14,-0.04,25.0,6.0,5.0,475.0,5.0,655.0,0.0,16.0,55.0,104.0,0.0,0.0,1.0,0.0,109.0,3.0,1.0,3.0,0.0,22.5,2.0,0.06,5.34,1.22,0.03,0.18,0.25,-0.363569572947254,610,55
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Kean,"Conte, Samir",0,,16,4,0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,0.5,0.0,0.25,0.5,0.0,0.75,-0.3640123558907815,611,55
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Wisconsin,"Burris, Ryan",0,,1,2,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.25,-0.3641565305050856,612,55
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Virginia Wesleyan,"Ogle, Jagger",0,,10,58,28,-0.133,15.0,3.0,1.0,272.0,12.0,716.0,0.0,10.0,41.0,233.0,0.0,0.0,2.0,0.0,85.0,5.0,0.0,5.0,0.0,13.5,0.0,0.02,4.69,1.47,0.09,0.17,0.23,-0.3656103918713668,613,55
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Hiram,Jarod Leynes,0,,7,34,7,0.156,77.0,12.0,24.0,6.0,0.0,13.0,0.0,5.0,7.0,57.0,0.0,0.0,5.0,1.0,15.0,11.0,3.0,11.0,0.0,34.5,0.0,0.71,0.18,0.44,0.32,0.15,1.01,-0.3682087740147437,614,55
e8,Empire 8 (E8),2025-26,mvb,Nazareth,"Ringstad, Quinn",0,,10,54,12,0.193,135.0,26.0,52.0,4.0,0.0,16.0,0.0,3.0,12.0,37.0,0.0,0.0,9.0,2.0,17.0,19.0,3.0,18.0,1.0,65.0,0.0,0.96,0.07,0.31,0.35,0.06,1.2,-0.3683919696711459,615,55
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Gallaudet University,Luke McBrine,0,,17,24,14,0.094,53.0,10.0,15.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,15.0,1.0,23.5,0.0,0.63,0.0,0.13,0.67,0.0,0.98,-0.3905604344880864,616,55
