conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,global_rank,rating
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Illinois Tech,"Donald, Alec",0,,4,101,4,0.122,74.0,10.0,19.0,42.0,1.0,142.0,0.0,1.0,6.0,36.0,0.0,0.0,572.0,17.0,271.0,0.0,0.0,0.0,0.0,20.0,1.0,0.19,0.42,2.68,0.0,0.01,0.2,-1.585001282985633,802,48
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Thiel,"Gala, Brandon",0,,9,6,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.67,0.0,0.0,0.0,-1.5852405716474447,803,48
skyline_conference,Skyline Conference,2025-26,mvb,Yeshiva,"Lesnoy, Zanvy",0,,13,22,11,-0.157,51.0,11.0,3.0,17.0,2.0,68.0,0.0,1.0,3.0,49.0,0.0,0.0,29.0,11.0,34.0,2.0,2.0,1.0,1.0,5.5,0.0,0.14,0.77,1.55,0.09,0.05,0.25,-1.5929113524341103,804,48
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,King's,"Tavarez, Antonio",0,,18,34,12,0.196,46.0,8.0,17.0,6.0,1.0,16.0,0.0,1.0,6.0,27.0,0.0,0.0,8.0,4.0,10.0,4.0,3.0,2.0,2.0,21.0,0.0,0.5,0.18,0.29,0.12,0.03,0.62,-1.593885519572157,805,48
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Geneva,"Sangrey, Joshua",0,,10,88,0,0.0,27.0,3.0,3.0,47.0,2.0,197.0,0.0,0.0,2.0,10.0,0.0,0.0,622.0,34.0,288.0,0.0,0.0,0.0,0.0,3.0,1.0,0.03,0.53,3.27,0.0,0.0,0.03,-1.6007121659861856,806,48
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevens,"Ambrose, Dominic",0,,27,9,0,0.4,5.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,18.0,1.0,8.0,1.0,0.0,1.0,0.0,3.5,0.0,0.33,0.11,0.89,0.11,0.0,0.39,-1.6060764145821598,807,48
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Brooklyn,"McMullan, Keiran",0,,5,80,9,-0.167,18.0,6.0,3.0,19.0,2.0,94.0,0.0,14.0,27.0,154.0,0.0,0.0,324.0,34.0,151.0,0.0,1.0,0.0,0.0,17.0,0.0,0.04,0.24,1.89,0.0,0.18,0.21,-1.6186184547121127,808,48
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Eastern,"Kolstad, Kadin",0,,19,56,1,0.03,33.0,8.0,9.0,29.0,1.0,59.0,0.0,13.0,28.0,125.0,0.0,0.0,33.0,6.0,13.0,3.0,0.0,3.0,0.0,23.5,0.0,0.16,0.52,0.23,0.05,0.23,0.42,-1.6198009510937872,809,48
e8,Empire 8 (E8),2025-26,mvb,Poly,"Forst Jr., Michael",0,,11,7,0,0.0,0.0,0.0,0.0,13.0,2.0,31.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,0.14,0.0,0.0,0.0,-1.629764307181552,810,48
skyline_conference,Skyline Conference,2025-26,mvb,Old Westbury,"Santos, Jose Lorenzo",0,,4,86,1,0.0,33.0,4.0,4.0,23.0,6.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,47.0,275.0,1.0,0.0,1.0,0.0,4.5,0.0,0.05,0.27,3.2,0.01,0.0,0.05,-1.6469404929187754,811,48
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Benedictine,"Cardenas, Jordan",0,,1,102,3,0.106,47.0,12.0,17.0,62.0,1.0,174.0,0.0,0.0,3.0,26.0,0.0,0.0,516.0,21.0,237.0,3.0,0.0,2.0,1.0,19.0,0.0,0.17,0.61,2.32,0.03,0.0,0.19,-1.6511484098800997,812,48
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Aurora,"Nonhof, Alex",0,,4,99,0,0.143,21.0,0.0,3.0,60.0,2.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,19.0,295.0,0.0,0.0,0.0,0.0,3.0,0.0,0.03,0.61,2.98,0.0,0.0,0.03,-1.6546564999933622,813,48
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Saint Vincent,Steve Laun,0,,5,6,0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.33,0.0,0.0,0.0,-1.6565825028943348,814,48
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Long Island,"Fig, Logan",0,,26,7,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,11.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,-1.6569299833914857,815,48
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Cairn University,"Espiritusanto, Estiver",0,,3,51,4,0.0,11.0,2.0,2.0,43.0,7.0,117.0,0.0,11.0,35.0,165.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,3.0,0.0,14.5,0.0,0.04,0.84,0.51,0.06,0.22,0.28,-1.6571007949389198,816,48
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,St. Norbert,"Perhach, Jack",0,,15,14,1,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,5.0,26.0,0.0,0.0,10.0,2.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,0.57,0.0,0.29,0.29,-1.6592971022270653,817,48
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Roanoke College,"Noble, Kaeden",0,,3,119,0,0.167,30.0,1.0,6.0,77.0,2.0,245.0,0.0,0.0,0.0,5.0,0.0,0.0,594.0,25.0,339.0,0.0,0.0,0.0,0.0,6.0,0.0,0.05,0.65,2.85,0.0,0.0,0.05,-1.6594859466804552,818,48
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Lynchburg,"Atkins, Heath",0,,21,43,0,0.286,7.0,1.0,3.0,1.0,1.0,7.0,0.0,12.0,17.0,120.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,16.0,0.0,0.07,0.02,0.23,0.05,0.28,0.37,-1.6619203524645816,819,48
skyline_conference,Skyline Conference,2025-26,mvb,Mount Saint Vincent,"Wang, Yi",0,,15,44,50,0.156,32.0,7.0,12.0,0.0,0.0,11.0,0.0,8.0,23.0,104.0,0.0,0.0,1.0,0.0,14.0,3.0,2.0,2.0,1.0,22.0,0.0,0.27,0.0,0.32,0.07,0.18,0.5,-1.6619921558150734,820,48
e8,Empire 8 (E8),2025-26,mvb,St. John Fisher,"Cohen, Tyler",0,,4,70,12,0.107,84.0,20.0,29.0,17.0,1.0,32.0,0.0,4.0,18.0,162.0,0.0,0.0,1.0,0.0,59.0,5.0,0.0,5.0,0.0,35.5,0.0,0.41,0.24,0.84,0.07,0.06,0.51,-1.6676992087266695,821,48
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Illinois Tech,"Franks, Andrew",0,,15,39,2,0.0,49.0,12.0,12.0,2.0,1.0,12.0,0.0,5.0,21.0,85.0,0.0,0.0,50.0,6.0,23.0,3.0,0.0,2.0,1.0,19.0,0.0,0.31,0.05,0.59,0.08,0.13,0.49,-1.6683075350087213,822,48
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Roanoke College,"Tyson, Connor",0,,22,96,3,0.225,111.0,22.0,47.0,11.0,0.0,32.0,0.0,11.0,59.0,267.0,0.0,0.0,133.0,2.0,50.0,7.0,0.0,6.0,1.0,62.0,0.0,0.49,0.11,0.52,0.07,0.11,0.65,-1.6752602331318889,823,48
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Kean,"Quinn, Tyler",0,,22,87,0,0.0,21.0,4.0,4.0,51.0,0.0,179.0,0.0,0.0,0.0,2.0,0.0,0.0,525.0,19.0,251.0,0.0,0.0,0.0,0.0,4.0,1.0,0.05,0.59,2.89,0.0,0.0,0.05,-1.6780693128720212,824,48
skyline_conference,Skyline Conference,2025-26,mvb,Old Westbury,"Aguilera, Maximo",0,,11,7,0,-0.125,8.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.29,0.0,0.14,0.0,0.0,0.29,-1.6836774701903074,825,48
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,"Pizarro-Lind, Napolean",0,,5,79,4,0.053,38.0,8.0,10.0,3.0,1.0,35.0,0.0,22.0,59.0,187.0,0.0,0.0,43.0,4.0,35.0,4.0,0.0,2.0,2.0,35.0,0.0,0.13,0.04,0.44,0.05,0.28,0.44,-1.686886851935523,826,48
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Arcadia,"Wacaster, Jayden",0,,27,32,8,0.12,25.0,5.0,8.0,2.0,0.0,5.0,0.0,2.0,10.0,50.0,0.0,0.0,59.0,5.0,27.0,5.0,4.0,5.0,0.0,12.5,0.0,0.25,0.06,0.84,0.16,0.06,0.39,-1.687173856453846,827,48
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Edgewood,"Mullane, Jack",0,,11,80,0,0.063,16.0,2.0,3.0,43.0,2.0,158.0,0.0,2.0,4.0,16.0,0.0,0.0,490.0,20.0,212.0,0.0,0.0,0.0,0.0,5.0,0.0,0.04,0.54,2.65,0.0,0.03,0.06,-1.6987656441957248,828,47
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,"Esenov, Atai",0,,27,78,6,-0.018,57.0,5.0,4.0,114.0,14.0,374.0,0.0,7.0,16.0,170.0,0.0,0.0,145.0,18.0,105.0,0.0,0.0,0.0,0.0,11.0,1.0,0.05,1.46,1.35,0.0,0.09,0.14,-1.699855341637972,829,47
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Messiah,"Rajnic, Seth",0,,12,12,0,0.357,14.0,2.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,0.0,0.58,0.0,0.08,0.08,0.0,0.67,-1.711466413477058,830,47
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Rutgers-Newark,"Gomes, Yann",0,,10,71,0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,0.0,24.0,45.0,232.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,1.0,0.0,24.5,0.0,0.0,0.03,0.32,0.01,0.34,0.35,-1.7182823619823482,831,47
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Lancaster Bible College,"Galloway, Devin",0,,2,10,1,0.667,9.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.7,0.0,0.1,0.0,0.0,0.7,-1.7221723721121425,832,47
e8,Empire 8 (E8),2025-26,mvb,Russell Sage,"Turczyn, Jaydon",0,,10,35,5,0.053,19.0,5.0,6.0,0.0,2.0,6.0,0.0,5.0,16.0,81.0,0.0,0.0,2.0,0.0,7.0,6.0,1.0,4.0,2.0,15.0,1.0,0.17,0.0,0.2,0.17,0.14,0.43,-1.741040521199001,833,47
e8,Empire 8 (E8),2025-26,mvb,Houghton,"Sissel, Jonah",0,,6,38,2,-0.1,90.0,29.0,20.0,3.0,2.0,10.0,0.0,2.0,6.0,23.0,0.0,0.0,19.0,5.0,8.0,3.0,0.0,3.0,0.0,23.5,0.0,0.53,0.08,0.21,0.08,0.05,0.62,-1.7452362754892952,834,47
skyline_conference,Skyline Conference,2025-26,mvb,Purchase,"Moore, Andrew",0,,21,6,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.755081255330288,835,47
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Bryn Athyn,"Swierczynski, Grant",0,,32,83,40,0.086,140.0,20.0,32.0,3.0,5.0,41.0,0.0,0.0,3.0,21.0,0.0,0.0,1.0,0.0,21.0,19.0,7.0,16.0,3.0,43.0,3.0,0.39,0.04,0.25,0.23,0.0,0.52,-1.760958759633298,836,47
e8,Empire 8 (E8),2025-26,mvb,Houghton,"Stone, Jase",0,,7,26,0,-0.04,50.0,11.0,9.0,0.0,0.0,6.0,0.0,2.0,7.0,47.0,0.0,0.0,57.0,10.0,12.0,2.0,1.0,0.0,2.0,13.0,0.0,0.35,0.0,0.46,0.08,0.08,0.5,-1.7628289323532302,837,47
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Hood,"Browne, Justin",0,,7,55,1,0.064,47.0,6.0,9.0,22.0,2.0,84.0,0.0,6.0,7.0,62.0,0.0,0.0,231.0,20.0,67.0,0.0,0.0,0.0,0.0,15.0,1.0,0.16,0.4,1.22,0.0,0.11,0.27,-1.7664254722126498,838,47
e8,Empire 8 (E8),2025-26,mvb,St. John Fisher,"La Robardiere, Trace",0,,12,120,0,0.5,8.0,0.0,4.0,76.0,6.0,197.0,0.0,0.0,0.0,2.0,0.0,0.0,706.0,25.0,316.0,0.0,0.0,0.0,0.0,4.0,1.0,0.03,0.63,2.63,0.0,0.0,0.03,-1.7704579320530625,839,47
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,St. Norbert,"Budziszewski, Buddy",0,,1,8,0,0.0,1.0,0.0,0.0,19.0,1.0,41.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,-1.7823188051544605,840,47
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Saint Elizabeth University,"Chablay, Jerry",0,,1,84,2,0.026,39.0,3.0,4.0,19.0,2.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,38.0,242.0,0.0,0.0,0.0,0.0,4.0,0.0,0.05,0.23,2.88,0.0,0.0,0.05,-1.7827182266845387,841,47
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Chicago,"Gaetto, Van",0,,15,104,0,-0.063,16.0,2.0,1.0,56.0,3.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,447.0,30.0,289.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.54,2.78,0.0,0.0,0.01,-1.7882184944213897,842,47
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Averett University,"Giffuni, Diego",0,,17,59,27,-0.077,13.0,3.0,2.0,161.0,20.0,663.0,0.0,1.0,15.0,54.0,0.0,0.0,2.0,1.0,42.0,1.0,1.0,1.0,0.0,3.0,0.0,0.03,2.73,0.71,0.02,0.02,0.05,-1.7889728860876728,843,47
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Chicago,"Arif, Ayaaz",0,,5,50,2,0.286,21.0,1.0,7.0,1.0,0.0,7.0,0.0,9.0,17.0,151.0,0.0,0.0,2.0,1.0,17.0,4.0,0.0,3.0,1.0,18.5,0.0,0.14,0.02,0.34,0.08,0.18,0.37,-1.794227498895535,844,47
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Grove City,"McVey, Ben",0,,4,87,0,0.0,20.0,2.0,2.0,46.0,5.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,45.0,237.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02,0.53,2.72,0.0,0.0,0.02,-1.79526917129701,845,47
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Edgewood,"Dermody, Max",0,,13,72,8,-0.041,147.0,47.0,41.0,7.0,2.0,30.0,0.0,4.0,32.0,153.0,0.0,0.0,167.0,13.0,59.0,0.0,1.0,0.0,0.0,45.0,1.0,0.57,0.1,0.82,0.0,0.06,0.63,-1.7989172891539713,846,47
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Rutgers-Newark,"Paredes, Fernando",0,,2,99,0,0.0,12.0,2.0,2.0,57.0,1.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,27.0,262.0,0.0,0.0,0.0,0.0,2.0,0.0,0.02,0.58,2.65,0.0,0.0,0.02,-1.804871274680926,847,47
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Long Island,"Frascogna, Bryan",0,,15,87,0,0.4,40.0,6.0,22.0,2.0,1.0,10.0,0.0,15.0,21.0,273.0,0.0,0.0,25.0,1.0,39.0,1.0,0.0,1.0,0.0,37.5,0.0,0.25,0.02,0.45,0.01,0.17,0.43,-1.8083644091187856,848,47
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Rutgers-Newark,"Komine, Kaden",0,,18,89,2,0.0,17.0,4.0,4.0,85.0,1.0,204.0,0.0,18.0,31.0,286.0,0.0,0.0,0.0,0.0,25.0,3.0,0.0,2.0,1.0,24.0,0.0,0.04,0.96,0.28,0.03,0.2,0.27,-1.812237154730392,849,47
skyline_conference,Skyline Conference,2025-26,mvb,Manhattanville,"Rapp, Evan",0,,1,92,0,-0.1,20.0,5.0,3.0,30.0,2.0,115.0,0.0,3.0,2.0,16.0,0.0,0.0,548.0,36.0,231.0,0.0,0.0,0.0,0.0,6.0,0.0,0.03,0.33,2.51,0.0,0.03,0.07,-1.8150285434431612,850,47
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Eastern Mennonite University,"De La Cruz, Rey",0,,2,110,0,-0.25,8.0,2.0,0.0,74.0,2.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,33.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.63,0.0,0.0,0.0,-1.8188164209766609,851,47
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Wilson College,"Sterner, Camden",0,,2,96,0,-0.167,18.0,4.0,1.0,25.0,3.0,173.0,0.0,0.0,0.0,1.0,0.0,0.0,558.0,30.0,282.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.26,2.94,0.0,0.0,0.01,-1.8249852584029207,852,47
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Saint Elizabeth University,"Romero, Randel",0,,12,29,5,-0.114,35.0,9.0,5.0,0.0,0.0,8.0,0.0,3.0,16.0,64.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,6.0,1.0,12.0,0.0,0.17,0.0,0.03,0.24,0.1,0.41,-1.825670871161184,853,47
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Eastern,"Birkmire, Aaron",0,,1,29,1,-0.333,6.0,2.0,0.0,61.0,1.0,173.0,0.0,3.0,6.0,47.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.1,0.41,0.0,0.1,0.1,-1.8278419590633717,854,47
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Eastern,"Tuitupou, Kino",0,,21,22,1,0.1,20.0,6.0,8.0,0.0,0.0,9.0,0.0,2.0,7.0,27.0,0.0,0.0,22.0,5.0,13.0,0.0,0.0,0.0,0.0,10.0,0.0,0.36,0.0,0.59,0.0,0.09,0.45,-1.8415773460248892,855,47
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Cairn University,"Prieto-Cross, Sam",0,,7,11,7,-0.12,25.0,6.0,3.0,1.0,0.0,7.0,0.0,1.0,4.0,20.0,0.0,0.0,44.0,11.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.27,0.09,0.91,0.0,0.09,0.36,-1.8418610245555636,856,47
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Wisconsin Lutheran,"Salutric, Trevor",0,,3,83,0,0.154,13.0,2.0,4.0,8.0,0.0,79.0,0.0,0.0,1.0,5.0,0.0,0.0,494.0,24.0,227.0,1.0,0.0,1.0,0.0,4.5,0.0,0.05,0.1,2.73,0.01,0.0,0.05,-1.8548479554946569,857,47
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,King's,"Glasgow, Aiden",0,,4,86,16,-0.211,19.0,5.0,1.0,66.0,3.0,225.0,0.0,3.0,6.0,32.0,0.0,0.0,395.0,46.0,172.0,2.0,1.0,2.0,0.0,5.0,4.0,0.01,0.77,2.0,0.02,0.03,0.06,-1.869191093899718,858,47
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Chatham,Luke Hoolahan,0,,6,85,0,-0.111,27.0,4.0,1.0,38.0,3.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,29.0,225.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01,0.45,2.65,0.0,0.0,0.01,-1.8698181400100824,859,47
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,NJCU,"Matute, Anthony",0,,4,92,0,0.25,12.0,1.0,4.0,36.0,2.0,143.0,0.0,0.0,0.0,1.0,0.0,0.0,501.0,34.0,231.0,0.0,0.0,0.0,0.0,4.0,0.0,0.04,0.39,2.51,0.0,0.0,0.04,-1.8710973884552085,860,47
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Messiah,"Stauffer, Conner",0,,15,104,1,0.2,25.0,3.0,8.0,29.0,1.0,82.0,0.0,1.0,1.0,19.0,0.0,0.0,637.0,32.0,242.0,0.0,3.0,0.0,0.0,9.0,1.0,0.08,0.28,2.33,0.0,0.01,0.09,-1.8765024467026497,861,46
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Wisconsin,"Hinderberger, Matthew",0,,9,7,0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.57,0.0,0.0,0.0,-1.877000021006492,862,46
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Lynchburg,"Berardo, Brayden",0,,14,84,0,0.188,16.0,3.0,6.0,36.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,35.0,192.0,0.0,0.0,0.0,0.0,6.0,1.0,0.07,0.43,2.29,0.0,0.0,0.07,-1.8953968343759209,863,46
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Neumann,"Johnson, Christian",0,,17,88,13,-0.156,32.0,6.0,1.0,117.0,4.0,342.0,0.0,10.0,13.0,288.0,0.0,0.0,3.0,0.0,46.0,4.0,0.0,4.0,0.0,13.0,0.0,0.01,1.33,0.52,0.05,0.11,0.15,-1.8982480341624712,864,46
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,NJCU,"Bacuilima, Erick",0,,8,59,3,-0.077,13.0,4.0,3.0,52.0,4.0,131.0,0.0,3.0,8.0,145.0,0.0,0.0,88.0,7.0,93.0,0.0,0.0,0.0,0.0,6.0,0.0,0.05,0.88,1.58,0.0,0.05,0.1,-1.8986470481300908,865,46
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Neumann,"Smit, Adrio",0,,14,13,0,-0.032,31.0,9.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.62,0.0,0.08,0.0,0.0,0.62,-1.902683394899676,866,46
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Averett University,"Hetherington, Joel",0,,5,20,3,-0.214,14.0,4.0,1.0,37.0,6.0,157.0,0.0,1.0,7.0,13.0,0.0,0.0,9.0,1.0,8.0,1.0,1.0,1.0,0.0,2.5,0.0,0.05,1.85,0.4,0.05,0.05,0.13,-1.9044312520837896,867,46
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Misericordia,"McGee, Connor",0,,16,9,0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,23.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.11,0.0,0.67,0.0,0.11,0.22,-1.909729237047281,868,46
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Marian,"Gomez,Juan",0,,21,8,0,0.25,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.25,0.0,0.38,0.0,0.0,0.25,-1.91337944303703,869,46
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Brooklyn,"Cottone, Matthew",0,,4,74,4,-0.091,11.0,3.0,2.0,11.0,7.0,88.0,0.0,6.0,17.0,72.0,0.0,0.0,395.0,34.0,148.0,0.0,0.0,0.0,0.0,8.0,0.0,0.03,0.15,2.0,0.0,0.08,0.11,-1.9245501705164243,870,46
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevens,"Knuckles, Jesse",0,,16,73,0,-0.167,6.0,2.0,1.0,45.0,1.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,15.0,169.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01,0.62,2.32,0.0,0.0,0.01,-1.9245827466857617,871,46
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Rockford,"Bates, Da'Quan",0,,5,92,0,-0.065,31.0,2.0,0.0,52.0,3.0,259.0,0.0,0.0,3.0,23.0,0.0,0.0,607.0,53.0,223.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.57,2.42,0.0,0.0,0.0,-1.9340635515692937,872,46
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,MSOE,"Phillips, Jackson",0,,21,56,0,0.0,11.0,0.0,0.0,26.0,2.0,128.0,0.0,0.0,2.0,8.0,0.0,0.0,342.0,14.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,2.46,0.0,0.0,0.0,-1.938454179609418,873,46
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Neumann,"Edwards, Justin",0,,12,16,0,-0.5,4.0,3.0,1.0,41.0,4.0,142.0,0.0,0.0,8.0,25.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.06,2.56,0.5,0.0,0.0,0.06,-1.940756055093222,874,46
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Widener,"Stubbs, Kevin",0,,5,26,2,-0.065,31.0,9.0,7.0,6.0,1.0,14.0,0.0,1.0,5.0,27.0,0.0,0.0,70.0,9.0,28.0,0.0,1.0,0.0,0.0,8.0,0.0,0.27,0.23,1.08,0.0,0.04,0.31,-1.9439980247309256,875,46
