conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,composite_score,global_rank,rating
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wlax,North Central,Alyssa Rose,,,,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,7.0,0.0,825:00,126.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,700:04,124.0,72.0,0.0,7.0,7.0,0.0,5.0,5.0,0.0,264.0,10.63,0.367,-1.2394414414798398,4471,47
nac,North Atlantic Conference (NAC),2025-26,wlax,Maine Maritime,Sadie Velozo,,,,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,3.0,480:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2403147101975918,4472,47
saa,Southern Athletic Association (SAA),2025-26,wlax,Centre,Gracie O'Brien,,,,15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,8.0,7.0,768:00,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2404593859703898,4473,47
e8,Empire 8 (E8),2025-26,wlax,Brockport,Olivia Magin,,,,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,51:00,123.0,0.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,1.0,,,,,,,,,,,,,,,-1.2408299973612122,4474,47
aec,Atlantic East Conference (AEC),2025-26,wlax,Neumann,Kyra Powers,,,,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,4.0,6.0,1140:00,91.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2411313063361766,4475,47
ll,Liberty League (LL),2025-26,wlax,Bard,Gwyn Downey,,,,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,8.0,5.0,868:00,64.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,-1.2412939655348372,4476,47
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Middlebury,Zari Garfield,,,,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,119:00,105.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2413897827828495,4477,47
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Trine,Sienna Coventry,,,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,08:00,59.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-1.2413897827828495,4478,47
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Oberlin,Rachel Reiter,,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41.0,16.0,4.0,1004:00,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.241543983384671,4479,47
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Trine,Jenna Johnson,,,,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,128:00,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-1.2417410863388634,4480,47
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wlax,Huntingdon,Aryiana Reid,,,,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,420:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2417410863388634,4481,47
pac,Presidents Athletic Conference (PAC),2025-26,wlax,Chatham,Elizabeth Long,,,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,112:00,111.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2417410863388634,4482,47
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,DeSales,Michaela Regan,,,,18,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,4.0,799:00,240.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,737:52,97.0,92.0,0.0,14.0,4.0,0.0,3.0,2.0,0.0,259.0,7.89,0.487,-1.24200956522621,4483,47
njac,New Jersey Athletic Conference (NJAC),2025-26,wlax,Montclair State,Ava Abbatiello,,,,14,1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,10.0,4.0,60:00,0.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,0.667,,,,,,,,,,,,,,,-1.2433829946438677,4484,47
ll,Liberty League (LL),2025-26,wlax,Union,Sydney Widlitz,,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,5.0,0.0,890:00,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,875:13,135.0,103.0,0.0,11.0,5.0,0.0,10.0,0.0,0.0,334.0,9.25,0.433,-1.243998873927047,4485,46
saa,Southern Athletic Association (SAA),2025-26,wlax,Sewanee,Lilly Jordan,,,,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,948:00,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,863:03,87.0,47.0,0.0,15.0,0.0,0.0,3.0,1.0,0.0,186.0,6.05,0.351,-1.2442316648478169,4486,46
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,Edgewood,Maude Spagnolo-Salisbury,,,,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,11.0,7.0,900:00,18.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-1.2447840274968278,4487,46
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,King's,Lauren Casey,,,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:00,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2453870322966292,4488,46
pac,Presidents Athletic Conference (PAC),2025-26,wlax,Geneva,Katelynn Bell,,,,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158:00,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2453870322966292,4489,46
pac,Presidents Athletic Conference (PAC),2025-26,wlax,Saint Vincent,Penda Mbengue,,,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,04:00,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2453870322966292,4490,46
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Wentworth Institute of Technology,Mia Zoghbi,,,,15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,13.0,5.0,541:00,162.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-1.2456622863868618,4491,46
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,Clark,Annie Battle,,,,17,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,14.0,4.0,911:00,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,888:30,203.0,129.0,0.0,7.0,9.0,0.0,1.0,0.0,0.0,420.0,13.71,0.389,-1.2461014158318784,4492,46
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Chapman,Madelyn Kuhnlein,,,,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,9.0,4.0,643:00,118.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,645:06,170.0,99.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,321.0,15.81,0.368,-1.246334206752648,4493,46
landmark_conference,Landmark Conference,2025-26,wlax,Drew,Rorrie Sifers,,,,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,3.0,423:00,107.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,450:31,101.0,51.0,0.0,,5.0,0.0,5.0,0.0,0.0,209.0,13.45,0.336,-1.2470061271184345,4494,46
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wlax,Carroll,Lilly Parrott,,,,17,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,11.0,960:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2473521512431984,4495,46
e8,Empire 8 (E8),2025-26,wlax,Russell Sage,Summer Atchley,,,,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,6.0,2.0,584:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,539:00,143.0,59.0,0.0,4.0,9.0,0.0,13.0,1.0,0.0,265.0,15.92,0.292,-1.2474452565634513,4496,46
lec,Little East Conference (LEC),2025-26,wlax,Southern Maine,Lydia Laslavic,,,,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,12.0,1.0,1159:00,96.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1044:11,170.0,120.0,0.0,14.0,7.0,0.0,5.0,0.0,0.0,411.0,9.77,0.414,-1.2476515950876987,4497,46
ll,Liberty League (LL),2025-26,wlax,Clarkson,Bethany Tanner,,,,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,147:00,64.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-1.248495441961766,4498,46
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Sweet Briar College,Aviva Kane,,,,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,210:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.248495441961766,4499,46
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Western New England University,Leilah Neuman,,,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.248495441961766,4500,46
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Western New England University,Sadye Kowalczyk,,,,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,21.0,12.0,840:00,0.0,0.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,0.5,,,,,,,,,,,,,,,-1.2494347105518675,4501,46
lec,Little East Conference (LEC),2025-26,wlax,VTSU Castleton,Stella Forte,,,,15,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,7.0,420:00,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.249574250864805,4502,46
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wlax,UW-River Falls,Becca Nielsen,,,,9,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,120:00,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,-1.2506322261047915,4503,46
ll,Liberty League (LL),2025-26,wlax,Clarkson,Madison Kolstad,,,,17,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,926:00,143.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2506853006756082,4504,46
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,Babson,Mackenzie Cassler,,,,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,120:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2506853006756082,4505,46
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Roanoke College,Brooke Morrow,,,,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,7.0,4.0,1140:00,13.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-1.2508916391998552,4506,46
centennial_conference,Centennial Conference,2025-26,wlax,Gettysburg,Maddy Sweeney,,,,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,60:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2524926914755454,4507,46
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,Clark,Ava Soch,,,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2524926914755454,4508,46
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Arcadia,Elizabeth Zanca,,,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,115:00,97.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2524926914755454,4509,46
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Hope,Katie Hicks,,,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2524926914755454,4510,46
nwc,Northwest Conference (NWC),2025-26,wlax,Linfield,Tenley Hodge,,,,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,11.0,0.0,895:00,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,801:14,146.0,91.0,0.0,5.0,6.0,0.0,7.0,1.0,0.0,294.0,10.93,0.384,-1.252648156979923,4511,46
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Bates,Elsa Copeland,,,,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,10.0,9.0,844:00,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2527878425804393,4512,46
e8,Empire 8 (E8),2025-26,wlax,Hartwick,Ava Reynolds,,,,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,6.0,8.0,00:00,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-1.253459762946226,4513,46
landmark_conference,Landmark Conference,2025-26,wlax,Elizabethtown,Katie Mackey,,,,14,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,7.0,7.0,600:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2538988923912424,4514,46
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Saint Mary's,Katie Krajewski,,,,10,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,6.0,501:00,86.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.667,,,,,,,,,,,,,,,-1.254294342510673,4515,46
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Suffolk University,Charlotte Guziejka,,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,19.0,5.0,1037:00,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1024:35,247.0,158.0,0.0,7.0,10.0,0.0,11.0,4.0,0.0,514.0,14.46,0.39,-1.2543115694397375,4516,46
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Tufts,Nicola Sommers,,,,22,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,6.0,585:00,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2545708127570292,4517,46
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,Springfield,Lindsay Vogt,,,,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,00:00,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-1.256120992012849,4518,46
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Sweet Briar College,Mack Markham,,,,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,165:00,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,-1.256293454252857,4519,46
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,FDU - Florham,Angelina Ruscitti,,,,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,10.0,7.0,789:00,128.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-1.2582235339176804,4520,46
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,MSOE,Kelsey Albovias,,,,17,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,10.0,7.0,900:00,48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2582235339176804,4521,46
skyline_conference,Skyline Conference,2025-26,wlax,Mount Saint Vincent,Sofia Marcos,,,,10,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,9.0,6.0,540:00,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,-1.258618984037111,4522,46
saa,Southern Athletic Association (SAA),2025-26,wlax,Rhodes,Sydney Rude,,,,18,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,6.0,6.0,1009:00,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2588954542834667,4523,46
lec,Little East Conference (LEC),2025-26,wlax,Southern Maine,Ashley Tobias,,,,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,6.0,414:00,99.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2588954542834667,4524,46
usa_south_athletic_confe,USA South Athletic Conference,2025-26,wlax,Greensboro,Saniya Price,,,,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,480:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-1.2595983506544617,4525,46
