conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,composite_score,global_rank,rating
nwc,Northwest Conference (NWC),2025-26,wlax,Pacific,Brooklyn Challender,,,,15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,8.0,21.0,896:00,225.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,-0.644370036747256,2975,56
ll,Liberty League (LL),2025-26,wlax,William Smith,Maeve Barrins,,,,17,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,3.0,6.0,00:00,0.0,0.0,1.0,9.0,12.0,3.0,5.0,0.0,5.0,0.75,,,,,,,,,,,,,,,-0.6449684965287565,2976,56
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wlax,Cedar Crest College,Lauren Jackson,,,,12,11,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,15.0,12.0,643:00,2.0,0.0,1.0,11.0,14.0,3.0,5.0,0.0,5.0,0.786,,,,,,,,,,,,,,,-0.6459599886227846,2977,56
landmark_conference,Landmark Conference,2025-26,wlax,Catholic,Ariana Bransfield,,,,17,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,29.0,3.0,12.0,398:00,89.0,0.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,0.6,,,,,,,,,,,,,,,-0.6460693624059362,2978,56
ll,Liberty League (LL),2025-26,wlax,RPI,Molly McDonald,,,,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,9.0,3.0,60:00,0.0,0.0,1.0,12.0,13.0,1.0,8.0,4.0,4.0,0.923,,,,,,,,,,,,,,,-0.6469829566511348,2979,56
njac,New Jersey Athletic Conference (NJAC),2025-26,wlax,Stockton,Samantha Parks,,,,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,60:00,0.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,-0.6470283749020362,2980,56
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Saint Mary's,Kelsey King,,,,12,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,11.0,12.0,675:00,175.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,-0.6472176217419652,2981,56
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Shenandoah,Elizabeth Szell,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,00:00,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.647656439642829,2982,56
njac,New Jersey Athletic Conference (NJAC),2025-26,wlax,TCNJ,Bianca Aliano,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,00:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.647656439642829,2983,56
saa,Southern Athletic Association (SAA),2025-26,wlax,Oglethorpe,Sybella Bertolini,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,00:00,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,,,,,-0.647656439642829,2984,56
centennial_conference,Centennial Conference,2025-26,wlax,Ursinus,Sarah Child,,,,16,0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,00:00,0.0,0.0,1.0,14.0,19.0,4.0,10.0,0.0,10.0,0.737,,,,,,,,,,,,,,,-0.6486874427056384,2985,56
landmark_conference,Landmark Conference,2025-26,wlax,Elizabethtown,Kendall Ulmer,,,,15,0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,3.0,00:00,0.0,0.0,1.0,16.0,20.0,8.0,8.0,2.0,6.0,0.8,,,,,,,,,,,,,,,-0.6489530058870904,2986,56
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Delaware Valley,Alyssa Rudd,,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,5.0,20.0,17.0,1037:00,28.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.6502184051329921,2987,56
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Hamilton,Lily Goldsmith,,,,13,9,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,12.0,2.0,540:00,0.0,0.0,1.0,9.0,13.0,2.0,9.0,4.0,5.0,0.692,,,,,,,,,,,,,,,-0.6504093566913772,2988,56
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Arcadia,Thea O'Connor,,,,10,5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,1.0,432:00,179.0,0.0,1.0,17.0,26.0,3.0,12.0,0.0,12.0,0.654,,,,,,,,,,,,,,,-0.6505436808938992,2989,56
ll,Liberty League (LL),2025-26,wlax,Union,Caroline Murphy,,,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,30:00,0.0,0.0,1.0,6.0,7.0,0.0,4.0,2.0,2.0,0.857,,,,,,,,,,,,,,,-0.6505882741717072,2990,56
landmark_conference,Landmark Conference,2025-26,wlax,Catholic,Ellie Verrill,,,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,00:00,0.0,0.0,1.0,8.0,9.0,1.0,6.0,0.0,6.0,0.889,,,,,,,,,,,,,,,-0.6510927480181896,2991,56
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Kenyon,Cecily Torres,,,,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,6.0,16.0,800:00,216.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6513559073403173,2992,56
landmark_conference,Landmark Conference,2025-26,wlax,Catholic,Lilly Milberg,,,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,00:00,0.0,0.0,1.0,4.0,7.0,1.0,4.0,1.0,3.0,0.571,,,,,,,,,,,,,,,-0.6525465186766558,2993,56
e8,Empire 8 (E8),2025-26,wlax,St. John Fisher,Megan McGrath,,,,10,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,09:00,32.0,0.0,1.0,9.0,12.0,2.0,8.0,0.0,8.0,0.75,,,,,,,,,,,,,,,-0.6527060252996358,2994,56
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wlax,Transylvania,Macy Hobbs-Powell,,,,12,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,9.0,713:00,39.0,0.0,1.0,5.0,7.0,0.0,3.0,2.0,1.0,0.714,,,,,,,,,,,,,,,-0.6530050838730505,2995,56
nac,North Atlantic Conference (NAC),2025-26,wlax,UMaine-Farmington,Lauren Girouard,,,,13,13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,21.0,7.0,709:00,104.0,0.0,1.0,10.0,16.0,1.0,8.0,4.0,4.0,0.625,,,,,,,,,,,,,,,-0.653410140082404,2996,56
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Lydia Whitlock,,,,5,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,00:00,0.0,0.0,1.0,3.0,3.0,1.0,3.0,0.0,3.0,1.0,,,,,,,,,,,,,,,-0.6534757511584518,2997,56
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Roanoke College,Lyndsey Weller,,,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,00:00,0.0,0.0,1.0,2.0,3.0,0.0,4.0,2.0,2.0,0.667,,,,,,,,,,,,,,,-0.6535862113070418,2998,56
ll,Liberty League (LL),2025-26,wlax,William Smith,Hadley Crosby,,,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,00:00,0.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,2.0,1.0,,,,,,,,,,,,,,,-0.6537053071790411,2999,56
saa,Southern Athletic Association (SAA),2025-26,wlax,Sewanee,Sofia Bean,,,,16,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,11.0,3.0,31:00,61.0,0.0,1.0,11.0,17.0,0.0,8.0,3.0,5.0,0.647,,,,,,,,,,,,,,,-0.6545713390191542,3000,56
e8,Empire 8 (E8),2025-26,wlax,Hartwick,Maura Donoghue,,,,15,3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,14.0,7.0,241:00,31.0,0.0,1.0,10.0,15.0,3.0,7.0,0.0,7.0,0.667,,,,,,,,,,,,,,,-0.6545957588798592,3001,56
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Sweet Briar College,Valen Foster,,,,8,8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,8.0,5.0,420:00,0.0,0.0,1.0,12.0,17.0,0.0,6.0,0.0,6.0,0.706,1.0,26:03,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,23.03,0.091,-0.6579280858222194,3002,56
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Randolph College,Hallie Darmante,,,,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,6.0,354:00,57.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.333,,,,,,,,,,,,,,,-0.6580235452907855,3003,56
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,Mount Holyoke,Teya Broad-Wright,,,,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,60:00,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6583149284112034,3004,56
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wlax,Augsburg,Astrid Clem,,,,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,239:00,50.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,-0.6583149284112034,3005,56
pac,Presidents Athletic Conference (PAC),2025-26,wlax,Geneva,Amanda Gillette,,,,15,15,0.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,44.0,43.0,21.0,885:00,0.0,0.0,1.0,19.0,25.0,7.0,8.0,0.0,8.0,0.76,,,,,,,,,,,,,,,-0.6584549638523376,3006,56
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Trinity,Caitlin Hicks,,,,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,10.0,18.0,1067:00,71.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6591269315031594,3007,56
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wlax,UW-La Crosse,Stefania Rossi,,,,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,13.0,7.0,862:00,76.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,831:45,157.0,124.0,0.0,6.0,6.0,0.0,12.0,2.0,0.0,383.0,11.33,0.441,-0.6598655047926769,3008,56
nac,North Atlantic Conference (NAC),2025-26,wlax,Thomas,Samantha Donahue,,,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,26:00,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6601379013900863,3009,56
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Bates,Frankie Franz,,,,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,60:00,0.0,0.0,1.0,4.0,4.0,0.0,6.0,3.0,3.0,1.0,,,,,,,,,,,,,,,-0.6612025749219538,3010,56
njac,New Jersey Athletic Conference (NJAC),2025-26,wlax,Rowan,Katie Montenero,,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,11.0,9.0,9.0,1014:00,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6635446783498505,3011,56
landmark_conference,Landmark Conference,2025-26,wlax,Catholic,Kelly Bunnick,,,,19,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,8.0,18.0,785:00,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6636843639503667,3012,56
e8,Empire 8 (E8),2025-26,wlax,St. John Fisher,Kayla Schatz,,,,19,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,8.0,11.0,322:00,24.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,0.667,,,,,,,,,,,,,,,-0.6643163191238299,3013,56
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Averett University,Brianna Sams,,,,10,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,10.0,7.0,540:00,0.0,0.0,1.0,5.0,7.0,0.0,6.0,3.0,3.0,0.714,,,,,,,,,,,,,,,-0.6643716370751563,3014,56
landmark_conference,Landmark Conference,2025-26,wlax,Goucher,Imani Ward,,,,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,3.0,104:00,20.0,0.0,1.0,7.0,9.0,0.0,9.0,2.0,7.0,0.778,,,,,,,,,,,,,,,-0.6653797829031687,3015,56
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Middlebury,Burdine Atherton,,,,14,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,111:00,228.0,0.0,1.0,7.0,8.0,2.0,9.0,5.0,4.0,0.875,,,,,,,,,,,,,,,-0.6662536045286589,3016,56
e8,Empire 8 (E8),2025-26,wlax,Nazareth,Isabella Bonventre,,,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,00:00,0.0,0.0,1.0,4.0,6.0,0.0,3.0,1.0,2.0,0.667,,,,,,,,,,,,,,,-0.6674457079217326,3017,56
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Marietta,Abby May,,,,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,19.0,7.0,844:00,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,795:31,190.0,133.0,0.0,4.0,10.0,0.0,3.0,4.0,0.0,439.0,14.33,0.412,-0.6685147878455526,3018,56
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Washington and Lee,Ciara Smith,,,,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,9.0,14.0,1384:00,43.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,-0.6686609432464291,3019,56
centennial_conference,Centennial Conference,2025-26,wlax,Washington College,Emma Fisher,,,,5,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,00:00,0.0,0.0,1.0,3.0,4.0,1.0,3.0,0.0,3.0,0.75,,,,,,,,,,,,,,,-0.6690775783425233,3020,56
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,Aurora,Alle Pope,,,,18,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,7.0,15.0,536:00,37.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,-0.6695155054070381,3021,56
ll,Liberty League (LL),2025-26,wlax,Clarkson,Riley Kuczma,,,,14,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,2.0,164:00,34.0,0.0,1.0,7.0,8.0,0.0,8.0,5.0,3.0,0.875,,,,,,,,,,,,,,,-0.6710373580962753,3022,56
nwc,Northwest Conference (NWC),2025-26,wlax,George Fox ,Myah Pack,,,,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,3.0,3.0,1078:00,270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1059:00,172.0,126.0,1.0,14.0,4.0,0.0,10.0,1.0,0.0,385.0,9.75,0.423,-0.6712024693086982,3023,56
ll,Liberty League (LL),2025-26,wlax,Clarkson,Meredith James,,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,12.0,986:00,157.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6713421549092145,3024,56
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Western New England University,Samantha Montecalvo,,,,13,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,15.0,6.0,660:00,0.0,0.0,1.0,7.0,9.0,1.0,7.0,6.0,1.0,0.778,,,,,,,,,,,,,,,-0.6714463210115068,3025,56
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Bridgewater College,Rachael Robinson,,,,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,8.0,11.0,1121:00,59.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,639:08,107.0,87.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,267.0,10.04,0.448,-0.6715484934334618,3026,56
pac,Presidents Athletic Conference (PAC),2025-26,wlax,Westminster,Caitey Wozniak,,,,5,1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,60:00,0.0,0.0,1.0,3.0,5.0,2.0,3.0,1.0,2.0,0.6,,,,,,,,,,,,,,,-0.6718867449085553,3027,56
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Kalamazoo,Mackenzie Newhall,,,,16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,10.0,17.0,899:00,71.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,-0.6730055673690288,3028,56
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Colby,Emily Counihan,,,,6,0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,00:00,0.0,0.0,1.0,5.0,8.0,3.0,4.0,0.0,4.0,0.625,,,,,,,,,,,,,,,-0.6732269558024907,3029,56
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Josie Pruss,,,,5,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,0.667,,,,,,,,,,,,,,,-0.6743036962553369,3030,56
