season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,is_goalie,game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,goal_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Oliver Juen-Tavell,Oliver,Juen-Tavell,0,467,Oliver Juen-Tavell,"JUEN-TAVELL,OLIVER",JUEN-TAVELLOLIVERNEW ENGL,0,0,25,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,277,55
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Pappalardo, Ryan",Ryan,Pappalardo,0,662,"Pappalardo, Ryan","Pappalardo,Ryan",PappalardoRyanUSM,5,0,8,,Southern Maine,USM,1073-5105,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,26,31,57,.456,1.19,1,3,-2,0,,0,4,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,278,55
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Peters, Owen",Owen,Peters,0,770,"Peters, Owen","Peters,Owen",PetersOwenWES,6,1,3,,Western Connecticut,WES,1074-3014,0,,0,0,0,0,0,0,0,0,0,8,30:00,0,0,1,0,0,2,5,0,0,0,NaN,0,1,4,-3,7,,0,4,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,279,55
2025-26,mhockey,Little East Conference (LEC),lec,New England College,"Porciuncula, Chris",Chris,Porciuncula,0,467,"Porciuncula, Chris","Porciuncula,Chris",PorciunculaChrisNEW ENGL,0,0,28,,New England College,NEW ENGL,694-4033,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,280,54
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Ramoundos, Johnny",Johnny,Ramoundos,0,656,"Ramoundos, Johnny","Ramoundos,Johnny",RamoundosJohnnyUMD,6,0,9,,UMass Dartmouth,UMD,1072-4192,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,2,3,5,.400,1.50,0,5,-5,1,,0,7,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,281,54
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Roberto, Dalton",Dalton,Roberto,0,662,"Roberto, Dalton","Roberto,Dalton",RobertoDaltonUSM,10,1,5,,Southern Maine,USM,1073-5337,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,2,4,-2,5,,0,6,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,282,54
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Robson, Aiden",Aiden,Robson,0,123,"Robson, Aiden","Robson,Aiden",RobsonAidenCAS,10,0,26,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,10,28:00,0,1,0,0,0,0,9,0,0,0,NaN,0,7,8,-1,11,,0,4,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,283,54
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Rooney, Tommy",Tommy,Rooney,0,45,"Rooney, Tommy","Rooney,Tommy",RooneyTommyBC,0,0,27,,Babson,BC,1133-1833,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,284,54
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Shane Helman,Shane,Helman,0,467,Shane Helman,"HELMAN,SHANE",HELMANSHANENEW ENGL,0,0,24,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,285,54
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Shuchart, Adam",Adam,Shuchart,0,511,"Shuchart, Adam","Shuchart,Adam",ShuchartAdamNOR,0,0,44,,Norwich,NOR,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,286,53
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Smith, Jason",Jason,Smith,0,330,"Smith, Jason","Smith,Jason",SmithJasonKSC,19,4,5,,Keene State,KSC,1068-4231,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,1,7,-6,8,,0,11,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,287,53
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Strapon, Carson",Carson,Strapon,0,401,"Strapon, Carson","Strapon,Carson",StraponCarsonUMB,0,0,15,,UMass Boston,UMB,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,288,53
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Tanasiyenko, Avvi",Avvi,Tanasiyenko,0,123,"Tanasiyenko, Avvi","Tanasiyenko,Avvi",TanasiyenkoAvviCAS,14,0,14,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,38,35,73,.521,0.92,4,7,-3,2,,0,4,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,289,53
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Trathen, Noah",Noah,Trathen,0,656,"Trathen, Noah","Trathen,Noah",TrathenNoahUMD,1,0,12,,UMass Dartmouth,UMD,1072-4126,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,290,53
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Tyler Genovese,Tyler,Genovese,0,467,Tyler Genovese,"GENOVESE,TYLER",GENOVESETYLERNEW ENGL,0,0,34,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,291,53
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Umlah, Cam",Cam,Umlah,0,45,"Umlah, Cam","Umlah,Cam",UmlahCamBC,1,0,12,,Babson,BC,1133-2867,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,0,1,-1,1,,0,0,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,292,53
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Weisert, Jared",Jared,Weisert,0,511,"Weisert, Jared","Weisert,Jared",WeisertJaredNOR,0,0,8,,Norwich,NOR,1016-4963,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-2.6251872975667587,293,52
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Gorinsky, Jacob",Jacob,Gorinsky,0,511,"Gorinsky, Jacob","Gorinsky,Jacob",GorinskyJacobNOR,1,0,1,,Norwich,NOR,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,1,12:00,1,5,00000000,0,0,0,0,0,0,0,.833,0,0,0,5.00,,,,-3.0059604141662435,294,52
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Reardon, Cameron",Cameron,Reardon,0,330,"Reardon, Cameron","Reardon,Cameron",ReardonCameronKSC,5,4,1,,Keene State,KSC,1068-4436,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,5,256:52,24,152,"0,0,00000000000001710002312150000000001195463400012714000000000000000000000000",0,1,1,0,6,0,0,.864,4,0,0,5.61,,,,-3.148680602931876,295,52
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Dewachter, Dylan",Dylan,Dewachter,0,770,"Dewachter, Dylan","Dewachter,Dylan",DewachterDylanWES,8,3,35,,Western Connecticut,WES,1074-3040,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,9,274:13,27,163,"0,10,800000100000000000000000012000001718181900000000059700000000014900070000000",0,0,1,0,11,0,0,.858,3,0,0,5.91,,,,-3.2765408250585732,296,52
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Stacher, Jari",Jari,Stacher,0,330,"Stacher, Jari","Stacher,Jari",StacherJariKSC,2,2,30,,Keene State,KSC,1068-4437,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,2,86:57,9,69,"0,0,00000000000000000000001730000000000000000022189000000000000000000000",0,0,1,0,1,0,0,.885,2,0,0,6.21,,,,-3.3148257074761145,297,52
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Bradford, Connor",Connor,Bradford,0,401,"Bradford, Connor","Bradford,Connor",BradfordConnorUMB,0,0,30,,UMass Boston,UMB,1071-4938,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,0,00:00,0,0,0000,0,0,0,0,0,0,0,.000,0,0,0,0.00,,,,-3.407495862013471,298,52
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Braxton Singleton,Braxton,Singleton,0,467,Braxton Singleton,"SINGLETON,BRAXTON",SINGLETONBRAXTONNEW ENGL,0,0,31,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,0,00:00,0,0,"0,0,00000000000000000000000000",0,0,0,0,0,0,0,.000,0,0,0,0.00,,,,-3.407495862013471,299,52
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Hains, Owen",Owen,Hains,0,511,"Hains, Owen","Hains,Owen",HainsOwenNOR,0,0,33,,Norwich,NOR,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,0,00:00,0,0,00000000,0,0,0,0,0,0,0,.000,0,0,0,0.00,,,,-3.407495862013471,300,51
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Labbe, Ethan",Ethan,Labbe,0,656,"Labbe, Ethan","Labbe,Ethan",LabbeEthanUMD,0,0,30,,UMass Dartmouth,UMD,1072-4130,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,0,00:00,0,0,"0,0,0000000000000000000000000000000000000000000000000000000000000000000",0,0,0,0,0,0,0,.000,0,0,0,0.00,,,,-3.407495862013471,301,51
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Malloy, Evan",Evan,Malloy,0,662,"Malloy, Evan","Malloy,Evan",MalloyEvanUSM,1,0,1,,Southern Maine,USM,1073-5335,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,1,00:37,0,0,"0,0,000000000000000000000000000000",0,0,0,0,0,0,0,.000,0,0,0,0.00,,,,-3.407495862013471,302,51
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Munson, Teddy",Teddy,Munson,0,123,"Munson, Teddy","Munson,Teddy",MunsonTeddyCAS,0,0,59,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,0,00:00,0,0,"0,0,0000000000000000000000000000000000000000000000000000000000000000000",0,0,0,0,0,0,0,.000,0,0,0,0.00,,,,-3.407495862013471,303,51
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Quillon Bowman,Quillon,Bowman,0,467,Quillon Bowman,"BOWMAN,QUILLON",BOWMANQUILLONNEW ENGL,0,0,35,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,0,00:00,0,0,"0,0,00000000000000000000000000",0,0,0,0,0,0,0,.000,0,0,0,0.00,,,,-3.407495862013471,304,51
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Tarantino, Antonio",Antonio,Tarantino,0,401,"Tarantino, Antonio","Tarantino,Antonio",TarantinoAntonioUMB,1,0,29,,UMass Boston,UMB,1071-4746,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,1,,0,0,0,0,0,0.00,0,0,True,,0,00:00,0,0,0000,0,0,0,0,0,0,0,.000,0,0,0,0.00,,,,-3.407495862013471,305,51
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Hedlund, Malte",Malte,Hedlund,0,770,"Hedlund, Malte","Hedlund,Malte",HedlundMalteWES,11,6,41,,Western Connecticut,WES,1074-3044,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,11,312:23,33,194,"14,0,00416000000000179180000001613096813140000001000000000000000002000900010600000",0,0,1,0,12,1,0,.855,6,0,0,6.34,,,,-3.4446064797319518,306,50
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"O'Neill, Philip",Philip,O'Neill,0,548,"O'Neill, Philip","O'Neill,Philip",O'NeillPhilipPSU,1,0,29,,Plymouth State,PSU,1069-7476,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,1,09:04,1,2,0000,0,0,0,0,0,0,0,.667,0,0,0,6.62,,,,-4.059050019260805,307,50
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Cleaves, Brett",Brett,Cleaves,0,45,"Cleaves, Brett","Cleaves,Brett",CleavesBrettBC,1,0,1,,Babson,BC,1133-1825,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,0,0,0,0.00,0,0,True,,1,20:00,3,13,0000,0,0,0,0,0,0,0,.813,0,0,0,9.00,,,,-4.547899121838891,308,50
