season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats,fumblereturn_stats,fumble_stats,scoring_stats,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,defense_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Shankle,Tyler",Tyler,Shankle,,557,"Shankle,Tyler","SHANKLE,TYLER",Puget Sound,UPS,0,1,0,13,1E,0,0,DB,0,,,,,,,,0,1,1,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8938361378225337,204,63
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Tua,Jonah",Jonah,Tua,,1094,"Tua,Jonah","TUA,JONAH",George Fox ,GFU,1260-3729,1,0,25,2S,0,0,DE,0,,,,,,,,0,2,0,2,2,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8938361378225337,205,62
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Delgado,Jonjon",Jonjon,Delgado,,785,"Delgado,Jonjon","DELGADO,JONJON",Willamette,WIL,0,1,0,0,0,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,0,21,-0.9431103764393296,206,62
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Felipe,Ha'aheo",Ha'aheo,Felipe,,1297,"Felipe,Ha'aheo","FELIPE,HA'AHEO",Pacific Lutheran ,PLU,1266-5101,1,0,82,32,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,11,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9438290333039503,207,62
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Dominguez,Dominic",Dominic,Dominguez,,557,"Dominguez,Dominic","DOMINGUEZ,DOMINIC",Puget Sound,UPS,0,1,0,26,26,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,10,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9662591125137567,208,62
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Bareng,Jayce",Jayce,Bareng,,1179,"Bareng,Jayce","BARENG,JAYCE",Linfield,LIN,1262-11618,1,1,9,9F,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,.0,,,,,,,,,,,,,,0,0,7,1,7,0,1,1,488.8,7.00,7.00,7.0,2,21,0,16,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9988304945017557,209,62
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Pfeifer,Jackson",Jackson,Pfeifer,,1179,"Pfeifer,Jackson","PFEIFER,JACKSON",Linfield,LIN,1262-11151,1,0,1,1,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,0,0,3,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0053238526335981,210,62
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Mercado,Danzel",Danzel,Mercado,,22235,"Mercado,Danzel","MERCADO,DANZEL",Lewis & Clark,L&C,1261-2662,1,0,19,19,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0111192709333698,211,61
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Harvey,Evan",Evan,Harvey,,1297,"Harvey,Evan","HARVEY,EVAN",Pacific Lutheran ,PLU,1266-4912,1,0,0,0K,0,0,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,343,1,0,49.0,1,1,37,0,100.0,5,4,0,0,0,0,0,0,0,0,0,0,,,,,-1.0249395919960382,212,61
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"McDonald,Declan",Declan,McDonald,,1094,"McDonald,Declan","MCDONALD,DECLAN",George Fox ,GFU,1260-3199,1,0,35,35,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0718616122148532,213,61
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Lee,Chavis",Chavis,Lee,,1094,"Lee,Chavis","LEE,CHAVIS",George Fox ,GFU,1260-2797,1,0,8,8,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0784095085627894,214,61
2026-27,football,Northwest Conference (NWC),nwc,Willamette,"Butler,Aidan",Aidan,Butler,,785,"Butler,Aidan","BUTLER,AIDAN",Willamette,WIL,0,1,0,7,7,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,1,60,0,60,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0820887413578728,215,61
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Case,Austin",Austin,Case,,22235,"Case,Austin","CASE,AUSTIN",Lewis & Clark,L&C,1261-2799,1,0,85,8B,0,WR,0,0,,,,,,,,0,0,0,0,0,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,0,20,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0848712690628062,216,61
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Wilson,Jonah",Jonah,Wilson,,557,"Wilson,Jonah","WILSON,JONAH",Puget Sound,UPS,0,1,0,24,24,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,0,1,0,0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1383993717961083,217,60
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Lien,River",River,Lien,,1179,"Lien,River","LIEN,RIVER",Linfield,LIN,1262-11619,1,0,10,1Q,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-2,0,2,0,0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1716682515867356,218,60
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Anduha,Deegan",Deegan,Anduha,,1297,"Anduha,Deegan","ANDUHA,DEEGAN",Pacific Lutheran ,PLU,1266-5113,1,0,16,16,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,219,60
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Antoque,Mana",Mana,Antoque,,22235,"Antoque,Mana","ANTOQUE,MANA",Lewis & Clark,L&C,1261-2803,1,0,14,14,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,220,60
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Assink,Kuyper",Kuyper,Assink,,1094,"Assink,Kuyper","ASSINK,KUYPER",George Fox ,GFU,1260-3119,1,1,95,9S,0,0,DE,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,221,60
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Bailey,Cougar",Cougar,Bailey,,1179,"Bailey,Cougar","BAILEY,COUGAR",Linfield,LIN,1262-11411,1,0,50,50,0,0,DE,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,222,60
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Benson,Madden",Madden,Benson,,1297,"Benson,Madden","BENSON,MADDEN",Pacific Lutheran ,PLU,1266-3457,1,0,25,25,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,223,59
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Boyea,Justin",Justin,Boyea,,1094,"Boyea,Justin","BOYEA,JUSTIN",George Fox ,GFU,1260-3126,1,0,47,47,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,224,59
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Charrier,Andrew",Andrew,Charrier,,1297,"Charrier,Andrew","CHARRIER,ANDREW",Pacific Lutheran ,PLU,1266-4923,1,0,9,9Q,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,225,59
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Cortez,Quincy",Quincy,Cortez,,22235,"Cortez,Quincy","CORTEZ,QUINCY",Lewis & Clark,L&C,1261-2648,1,0,38,38,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,226,59
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Crockett,Zaren",Zaren,Crockett,,22235,"Crockett,Zaren","CROCKETT,ZAREN",Lewis & Clark,L&C,1261-2321,1,0,2,2C,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,227,59
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Deibele,Benson",Benson,Deibele,,1179,"Deibele,Benson","DEIBELE,BENSON",Linfield,LIN,1262-11416,1,1,57,57,0,0,DT,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,228,58
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Downey,Landen",Landen,Downey,,1297,"Downey,Landen","DOWNEY,LANDEN",Pacific Lutheran ,PLU,1266-4925,1,0,32,3W,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,229,58
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Erickson,Gabe",Gabe,Erickson,,1179,"Erickson,Gabe","ERICKSON,GABE",Linfield,LIN,1262-11185,1,1,99,99,0,0,DT,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,230,58
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Goin,Joey",Joey,Goin,,557,"Goin,Joey","GOIN,JOEY",Puget Sound,UPS,0,1,0,23,23,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,231,58
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Griffin,Luke",Luke,Griffin,,22235,"Griffin,Luke","GRIFFIN,LUKE",Lewis & Clark,L&C,1261-2625,1,0,8,8P,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,232,58
2026-27,football,Northwest Conference (NWC),nwc,Puget Sound,"Hedges,Jaden",Jaden,Hedges,,557,"Hedges,Jaden","HEDGES,JADEN",Puget Sound,UPS,0,1,0,19,19,0,QB,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,233,58
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Heimuli,Tevita",Tevita,Heimuli,,22235,"Heimuli,Tevita","HEIMULI,TEVITA",Lewis & Clark,L&C,1261-2806,1,1,42,42,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,234,57
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Jantes,Izzy",Izzy,Jantes,,1094,"Jantes,Izzy","JANTES,IZZY",George Fox ,GFU,1260-3442,1,0,34,3A,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,235,57
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Jenkins,TraMayne",TraMayne,Jenkins,,1179,"Jenkins,TraMayne","JENKINS,TRAMAYNE",Linfield,LIN,1262-11832,1,0,5,5D,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,236,57
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Koo,Ethan",Ethan,Koo,,22235,"Koo,Ethan","KOO,ETHAN",Lewis & Clark,L&C,1261-2618,1,0,5,5J,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,237,57
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Lecours,Xander",Xander,Lecours,,22235,"Lecours,Xander","LECOURS,XANDER",Lewis & Clark,L&C,1261-2663,1,0,15,15,0,WR,0,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,238,57
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Lubisich,Noah",Noah,Lubisich,,1094,"Lubisich,Noah","LUBISICH,NOAH",George Fox ,GFU,1260-3192,1,0,97,97,0,0,DL,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,239,57
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Maxwell,Will",Will,Maxwell,,1094,"Maxwell,Will","MAXWELL,WILL",George Fox ,GFU,1260-3710,1,0,93,93,0,0,DE,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,240,56
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Nachor,Paliku",Paliku,Nachor,,1297,"Nachor,Paliku","NACHOR,PALIKU",Pacific Lutheran ,PLU,1266-5042,1,0,17,1P,0,0,DB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,241,56
2026-27,football,Northwest Conference (NWC),nwc,Pacific Lutheran,"Nash,Devon",Devon,Nash,,1297,"Nash,Devon","NASH,DEVON",Pacific Lutheran ,PLU,1266-3768,1,0,50,5N,0,0,DT,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,242,56
2026-27,football,Northwest Conference (NWC),nwc,Linfield,"Nguyen,Sunny",Sunny,Nguyen,,1179,"Nguyen,Sunny","NGUYEN,SUNNY",Linfield,LIN,1262-11833,1,0,10,,0,0,CB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,243,56
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Ortilla,Gabriel",Gabriel,Ortilla,,1094,"Ortilla,Gabriel","ORTILLA,GABRIEL",George Fox ,GFU,1260-3441,1,0,35,3S,0,0,LB,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,244,56
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Panu,Owen",Owen,Panu,,22235,"Panu,Owen","PANU,OWEN",Lewis & Clark,L&C,1261-2626,1,0,16,16,0,0,LB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,245,56
2026-27,football,Northwest Conference (NWC),nwc,Lewis & Clark,"Perez,Jordan",Jordan,Perez,,22235,"Perez,Jordan","PEREZ,JORDAN",Lewis & Clark,L&C,1261-2629,1,0,97,97,0,0,DL,0,,,,,,,,0,1,0,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,246,55
2026-27,football,Northwest Conference (NWC),nwc,George Fox,"Siamani,Kona",Kona,Siamani,,1094,"Siamani,Kona","SIAMANI,KONA",George Fox ,GFU,1260-3725,1,0,21,2I,0,0,DB,0,,,,,,,,0,0,1,1,1,.0,.0,.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1880593507176473,247,55
