season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,team_name,team_id,sdrm_id,games_played,games_started,uniform,code,year,offensive_position,defensive_position,active,rush_stats,pass_stats,receiving_stats,punt_stats,kickoff_stats,fieldgoal_stats,pat_stats,defense_stats_interception_return_yards,defense_stats_unassisted_tackles,defense_stats_assisted_tackles,defense_stats_tackles,defense_stats_total_tackles,defense_stats_tackles_for_loss,defense_stats_tackles_for_loss_per_game,defense_stats_tackles_per_game,defense_stats_unassisted_tackles_for_loss,defense_stats_assisted_tackles_for_loss,defense_stats_tackle_yards_for_loss,defense_stats_sacks,defense_stats_unassisted_sacks,defense_stats_assisted_sacks,defense_stats_sack_yards_for_loss,defense_stats_pass_breakups,defense_stats_fumbles_forced,defense_stats_quarterback_hurries,defense_stats_safeties_scored,defense_stats_blocked_kicks,defense_stats_fumbles_recovered,defense_stats_fumble_return_yards,defense_stats_interceptions,defense_stats_passes_defended,kickreturn_stats,puntreturn_stats,interception_return_stats_number,interception_return_stats_yards,interception_return_stats_touchdowns,interception_return_stats_longest,interception_return_stats_avg_per_return,fumblereturn_stats,fumble_stats,scoring_stats_pat_kicks,scoring_stats_touchdowns,scoring_stats_fieldgoals,scoring_stats_safeties,scoring_stats_pat_rushes,scoring_stats_pat_receptions,scoring_stats_pat_kick_returns,scoring_stats_pat_fumble_returns,scoring_stats_rouges,scoring_stats_points,scoring_stats_all_points,scoring_stats_points_per_game,rush_stats_attempts,rush_stats_net_yards,rush_stats_yards_gained,rush_stats_yards_lost,rush_stats_touchdowns,rush_stats_longest_rush,rush_stats_avg_per_play,rush_stats_avg_per_game,pass_stats_yards_lost_by_sacks,pass_stats_sacked,pass_stats_longest_pass,pass_stats_touchdowns,pass_stats_yards,pass_stats_interceptions,pass_stats_attempts,pass_stats_completions,pass_stats_efficiency,pass_stats_avg_per_pass,pass_stats_avg_per_catch,pass_stats_avg_per_game,interception_return_stats,receiving_stats_number,receiving_stats_yards,receiving_stats_touchdowns,receiving_stats_longest_reception,receiving_stats_avg_per_reception,punt_stats_number,punt_stats_yards,punt_stats_longest_punt,punt_stats_blocked,punt_stats_touchbacks,punt_stats_fair_catches,punt_stats_fifty_plus_yards,punt_stats_inside_twenty,punt_stats_avg_per_punt,defense_stats,scoring_stats,kickreturn_stats_number,kickreturn_stats_yards,kickreturn_stats_touchdowns,kickreturn_stats_longest_kickoff_return,kickreturn_stats_avg_per_return,puntreturn_stats_number,puntreturn_stats_yards,puntreturn_stats_touchdowns,puntreturn_stats_longest_punt_return,puntreturn_stats_avg_per_return,fumble_stats_number,fumble_stats_number_lost,fieldgoal_stats_made,fieldgoal_stats_attempts,fieldgoal_stats_longest_fieldgoal,fieldgoal_stats_blocked,fieldgoal_stats_percentage,pat_stats_kick_attempts,pat_stats_kicks_made,pat_stats_rush_attempts,pat_stats_rushes_made,pat_stats_pass_attempts,pat_stats_passes_made,pat_stats_reception_attempts,pat_stats_receptions_made,pat_stats_defensive_return_attempts,pat_stats_defensive_returns_made,pat_stats_defensive_blocked_kick_return_attempts,pat_stats_devensive_blocked_kick_returns_made,kickoff_stats_number,kickoff_stats_yards,kickoff_stats_out_of_bounds,kickoff_stats_touchbacks,kickoff_stats_avg_per_kickoff,fumblereturn_stats_number,fumblereturn_stats_yards,fumblereturn_stats_touchdowns,fumblereturn_stats_longest_interception_return,composite_score,global_rank,rating
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Denue,Cadyn",Cadyn,Denue,,30170,"Denue,Cadyn","DENUE,CADYN",Alfred St.,ASC,1447-3939,1,0,78,78,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,115,83
2026-27,football,Empire 8 (E8),e8,Hartwick,"Donnelly,Aidan",Aidan,Donnelly,,273,"Donnelly,Aidan","DONNELLY,AIDAN",Hartwick,HC,1005-3651,1,0,25,25,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,116,83
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Downs,Aiden",Aiden,Downs,,30170,"Downs,Aiden","DOWNS,AIDEN",Alfred St.,ASC,1447-3981,1,0,49,49,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,688,0,2,57.3,,,,,0.0,117,82
2026-27,football,Empire 8 (E8),e8,Alfred,"Eastman,Caleb",Caleb,Eastman,,18,"Eastman,Caleb","EASTMAN,CALEB",Alfred,ALF,1003-5882,1,0,9,9,0,QB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,118,82
2026-27,football,Empire 8 (E8),e8,Cortland,Eli Alvarez,Eli,Alvarez,,168,Eli Alvarez,"ALVAREZ,ELI",Cortland,COR,1168-6003,1,0,30,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,119,82
2026-27,football,Empire 8 (E8),e8,Brockport,"Ennist,Mason",Mason,Ennist,,78,"Ennist,Mason","ENNIST,MASON",Brockport,BPT,652-7476,1,0,36,36,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,120,82
2026-27,football,Empire 8 (E8),e8,Cortland,Evan English,Evan,English,,168,Evan English,"ENGLISH,EVAN",Cortland,COR,1168-6591,1,0,86,86,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,121,82
2026-27,football,Empire 8 (E8),e8,Brockport,"Feeney,William",William,Feeney,,78,"Feeney,William","FEENEY,WILLIAM",Brockport,BPT,652-7967,1,1,56,56,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,122,82
2026-27,football,Empire 8 (E8),e8,Hartwick,"Ford,Le'Kye",Le'Kye,Ford,,273,"Ford,Le'Kye","FORD,LE'KYE",Hartwick,HC,1005-3457,1,0,36,36,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,123,82
2026-27,football,Empire 8 (E8),e8,Cortland,Frankie Colon,Frankie,Colon,,168,Frankie Colon,"COLON,FRANKIE",Cortland,COR,1168-6960,1,0,56,56,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,124,82
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Freeman,Jarod",Jarod,Freeman,,30170,"Freeman,Jarod","FREEMAN,JAROD",Alfred St.,ASC,1447-3948,1,0,46,46,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,125,81
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Fulton,Everett",Everett,Fulton,,30170,"Fulton,Everett","FULTON,EVERETT",Alfred St.,ASC,1447-3941,1,0,72,72,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,126,81
2026-27,football,Empire 8 (E8),e8,Brockport,"Gabbey Jr.,Jeremy",Jeremy,Gabbey Jr.,,78,"Gabbey Jr.,Jeremy","GABBEY JR.,JEREMY",Brockport,BPT,652-7381,1,1,52,52,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,127,81
2026-27,football,Empire 8 (E8),e8,Alfred,"Gaglio,Nick",Nick,Gaglio,,18,"Gaglio,Nick","GAGLIO,NICK",Alfred,ALF,1003-5884,1,1,79,79,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128,81
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Gamache Jr.,Chad",Chad,Gamache Jr.,,30170,"Gamache Jr.,Chad","GAMACHE JR.,CHAD",Alfred St.,ASC,1447-3946,1,0,87,87,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,129,81
2026-27,football,Empire 8 (E8),e8,Cortland,Gamie Sauveur,Gamie,Sauveur,,168,Gamie Sauveur,"SAUVEUR,GAMIE",Cortland,COR,1168-6309,1,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,130,81
2026-27,football,Empire 8 (E8),e8,Alfred,"Gillis,Bradley",Bradley,Gillis,,18,"Gillis,Bradley","GILLIS,BRADLEY",Alfred,ALF,1003-5887,1,0,34,34,0,0,DB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,131,81
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Granger,Quinn",Quinn,Granger,,30170,"Granger,Quinn","GRANGER,QUINN",Alfred St.,ASC,1447-3108,1,0,98,98,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,132,81
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Grenier,Astryn",Astryn,Grenier,,30170,"Grenier,Astryn","GRENIER,ASTRYN",Alfred St.,ASC,1447-3958,1,0,44,44,0,RB,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,133,80
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Heagney,Reed",Reed,Heagney,,30170,"Heagney,Reed","HEAGNEY,REED",Alfred St.,ASC,1447-3920,1,0,89,89,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,134,80
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Hennessy,Maleek",Maleek,Hennessy,,30170,"Hennessy,Maleek","HENNESSY,MALEEK",Alfred St.,ASC,1447-3904,1,0,76,76,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,135,80
2026-27,football,Empire 8 (E8),e8,Alfred,"Hogan,Justin",Justin,Hogan,,18,"Hogan,Justin","HOGAN,JUSTIN",Alfred,ALF,1003-6083,1,0,55,55,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,136,80
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Isaiah Bretz,Isaiah,Bretz,,601,Isaiah Bretz,"BRETZ,ISAIAH",St. John Fisher,ST. JOHN,1009-5846,1,0,31,31,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,137,80
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Ivan Pusloskie,Ivan,Pusloskie,,601,Ivan Pusloskie,"PUSLOSKIE,IVAN",St. John Fisher,ST. JOHN,1009-6868,1,0,63,63,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,138,80
2026-27,football,Empire 8 (E8),e8,Cortland,Ja'Quan Thomas,Ja'Quan,Thomas,,168,Ja'Quan Thomas,"THOMAS,JA'QUAN",Cortland,COR,1168-7003,1,0,25,25,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,139,80
2026-27,football,Empire 8 (E8),e8,Cortland,Jack Kavanagh,Jack,Kavanagh,,168,Jack Kavanagh,"KAVANAGH,JACK",Cortland,COR,1168-6978,1,0,84,84,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,140,80
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Jacob Sturgis,Jacob,Sturgis,,601,Jacob Sturgis,"STURGIS,JACOB",St. John Fisher,ST. JOHN,1009-5895,1,1,73,73,0,RG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,141,79
2026-27,football,Empire 8 (E8),e8,Cortland,Jake Marra,Jake,Marra,,168,Jake Marra,"MARRA,JAKE",Cortland,COR,1168-6986,1,0,29,29,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,142,79
2026-27,football,Empire 8 (E8),e8,Cortland,Jake Schlipf,Jake,Schlipf,,168,Jake Schlipf,"SCHLIPF,JAKE",Cortland,COR,1168-6614,1,0,46,46,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,143,79
2026-27,football,Empire 8 (E8),e8,Cortland,Jake Ward,Jake,Ward,,168,Jake Ward,"WARD,JAKE",Cortland,COR,1168-5700,1,0,37,37,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,144,79
2026-27,football,Empire 8 (E8),e8,Cortland,James Davenport,James,Davenport,,168,James Davenport,"DAVENPORT,JAMES",Cortland,COR,1168-6315,1,0,26,26,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,145,79
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Jameson Quinn,Jameson,Quinn,,601,Jameson Quinn,"QUINN,JAMESON",St. John Fisher,ST. JOHN,1009-6185,1,0,27,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,146,79
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Jared Curcio,Jared,Curcio,,601,Jared Curcio,"CURCIO,JARED",St. John Fisher,ST. JOHN,1009-6463,1,0,75,75,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,147,79
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Jason Kovaluskie,Jason,Kovaluskie,,601,Jason Kovaluskie,"KOVALUSKIE,JASON",St. John Fisher,ST. JOHN,1009-6162,1,1,65,65,0,RT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,148,79
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Jason Sherburne,Jason,Sherburne,,601,Jason Sherburne,"SHERBURNE,JASON",St. John Fisher,ST. JOHN,1009-6883,1,0,87,87,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,149,79
2026-27,football,Empire 8 (E8),e8,Cortland,Jayden Locke,Jayden,Locke,,168,Jayden Locke,"LOCKE,JAYDEN",Cortland,COR,1168-6609,1,0,21,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,150,78
2026-27,football,Empire 8 (E8),e8,Alfred,"Jeffers,Andrew",Andrew,Jeffers,,18,"Jeffers,Andrew","JEFFERS,ANDREW",Alfred,ALF,1003-6502,1,0,30,30,0,0,LB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,151,78
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Joe Main,Joe,Main,,601,Joe Main,"MAIN,JOE",St. John Fisher,ST. JOHN,1009-6168,1,1,61,61,0,C,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,152,78
2026-27,football,Empire 8 (E8),e8,St. John Fisher,Joey Rightmyre,Joey,Rightmyre,,601,Joey Rightmyre,"RIGHTMYRE,JOEY",St. John Fisher,ST. JOHN,1009-5888,1,0,74,74,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,153,78
2026-27,football,Empire 8 (E8),e8,Morrisville,"Jones,Elijah",Elijah,Jones,,30067,"Jones,Elijah","JONES,ELIJAH",Morrisville,MOR,1388-3029,1,0,96,96,0,0,DL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,154,78
2026-27,football,Empire 8 (E8),e8,Morrisville,"Kaba,Cherinoh",Cherinoh,Kaba,,30067,"Kaba,Cherinoh","KABA,CHERINOH",Morrisville,MOR,1388-2108,1,1,77,77,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,155,78
2026-27,football,Empire 8 (E8),e8,Alfred St.,"Karp,Caleb",Caleb,Karp,,30170,"Karp,Caleb","KARP,CALEB",Alfred St.,ASC,1447-2407,1,1,55,55,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,156,78
2026-27,football,Empire 8 (E8),e8,Cortland,Kevin Whalen,Kevin,Whalen,,168,Kevin Whalen,"WHALEN,KEVIN",Cortland,COR,1168-5675,1,1,75,75,0,RT,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,157,78
2026-27,football,Empire 8 (E8),e8,Hartwick,"Kresge,Ben",Ben,Kresge,,273,"Kresge,Ben","KRESGE,BEN",Hartwick,HC,1005-3679,1,0,82,82,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,158,77
2026-27,football,Empire 8 (E8),e8,Hartwick,"Kuruc,Max",Max,Kuruc,,273,"Kuruc,Max","KURUC,MAX",Hartwick,HC,1005-3467,1,1,65,65,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,159,77
2026-27,football,Empire 8 (E8),e8,Cortland,Kyle Ronk,Kyle,Ronk,,168,Kyle Ronk,"RONK,KYLE",Cortland,COR,1168-6998,1,0,70,70,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,160,77
2026-27,football,Empire 8 (E8),e8,Brockport,"LaCasse,Isaiah",Isaiah,LaCasse,,78,"LaCasse,Isaiah","LACASSE,ISAIAH",Brockport,BPT,652-7495,1,1,63,63,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,161,77
2026-27,football,Empire 8 (E8),e8,Hartwick,"Lazzaro,Dominic",Dominic,Lazzaro,,273,"Lazzaro,Dominic","LAZZARO,DOMINIC",Hartwick,HC,1005-3100,1,0,84,84,0,WR,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,162,77
2026-27,football,Empire 8 (E8),e8,Brockport,"Louer,Patrick",Patrick,Louer,,78,"Louer,Patrick","LOUER,PATRICK",Brockport,BPT,652-7032,1,0,88,88,0,TE,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,163,77
2026-27,football,Empire 8 (E8),e8,Cortland,Lucas Houghton,Lucas,Houghton,,168,Lucas Houghton,"HOUGHTON,LUCAS",Cortland,COR,1168-6323,1,1,72,72,0,LG,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,164,77
2026-27,football,Empire 8 (E8),e8,Brockport,"Malgieri,Liam",Liam,Malgieri,,78,"Malgieri,Liam","MALGIERI,LIAM",Brockport,BPT,652-7083,1,1,74,74,0,OL,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,165,77
