season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,team_name,team_id,sdrm_id,this_is_softball,pitching_stats,pitching_summary_stats,composite_score,global_rank,rating,ranking_segment
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Allegheny,Garrett Lienhard,Garrett,Lienhard,,19,Garrett Lienhard,0,0ALL,30,28,,,95,19,24,12,3,0,1,13,0,5,34,6,3,2,1,0,0,0,0,0,1,3,0,0.372,30,114,5,.600,.253,.316,40,72,13,0,0,0,0,11,0,125,.896,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,16,18,"7,33",0.21,7,33,"11,54",0.20,11,54,"4,31",0.13,4,31,"4,11",0.36,4,11,0,0,0,0,"10,23","4,9","29,62",29,0,0,0,3,0,0,0,7,27,0,,,,,,,,,Allegheny,ALL,0,False,,,-2.1993267530766802,93,67,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Chatham,Ty Blackburn,Ty,Blackburn,,10972,Ty Blackburn,0,0CHATHAM,32,31,,,98,22,24,14,5,0,0,22,0,5,23,6,5,1,5,1,0,0,0,1,0,2,0,0.405,29,131,6,.833,.245,.296,40,66,8,0,0,0,0,8,0,114,.930,0,.000,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,.000,5,1,28,24,"6,32",0.19,6,32,"17,59",0.29,17,59,"12,40",0.30,12,40,"4,9",0.44,4,9,0,0,0,0,"5,21","7,11","46,79",38,0,0,0,0,0,0,0,16,31,0,0,0,0,0,0,0,0,0,Chatham,CHATHAM,0,False,,,-2.218274139452717,94,66,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Shane Cato,Shane,Cato,,265,Shane Cato,0,0GRO,22,11,,,46,5,11,10,4,0,1,5,0,3,18,6,1,0,0,1,0,0,0,0,0,0,0,0.345,18,55,1,1.000,.239,.391,3,9,2,0,0,0,0,0,0,14,.857,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,9,8,"8,12",0.67,8,12,"7,24",0.29,7,24,"4,13",0.31,4,13,"0,6",0,0,6,0,0,0,0,"2,12","3,5","16,31",110,0,0,0,29,0,0,0,2,4,0,,,,,,,,,Grove City,GRO,0,False,,,-2.3899229833038786,95,66,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Bethany,Devin Toothman,Devin,Toothman,,59,Devin Toothman,0,0BETHANY,26,16,,,51,11,13,12,0,0,0,13,0,2,12,7,8,2,0,1,0,0,0,0,1,0,0,0.418,13,67,10,.800,.255,.255,43,1,3,0,0,0,0,0,0,47,.936,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,20,"3,17",0.18,3,17,"8,26",0.31,8,26,"6,17",0.35,6,17,"1,6",0.17,1,6,0,0,0,0,"4,15","6,7","17,34",36,0,0,0,3,0,0,0,2,12,0,,,,,,,,,Bethany,BETHANY,0,False,,,-2.391059826732582,96,66,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Westminster,Strausser Jack,Strausser,Jack,,1451,Strausser Jack,0,0WES,16,10,,,42,7,11,5,1,0,1,5,0,1,11,3,1,0,3,1,0,0,0,2,0,2,0,0.347,15,52,1,1.000,.262,.357,76,4,3,0,0,0,0,8,0,83,.964,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,11,11,"0,11",0,0,11,"8,27",0.30,8,27,"3,13",0.23,3,13,"0,3",0,0,3,0,0,0,0,"3,10","2,5","19,33",3,0,0,0,24,0,0,0,9,12,0,,,,,,,,,Westminster,WES,0,False,,,-2.7118887288678506,97,65,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Bethany,Mike Hines,Mike,Hines,,59,Mike Hines,0,0BETHANY,27,19,,,63,13,15,6,3,0,1,7,0,7,8,3,5,1,0,0,0,0,0,0,2,0,0,0.377,21,77,6,.833,.238,.333,51,1,0,0,0,7,0,0,0,52,1.000,7,1.000,14,1,1,0,1,0,0,0,0,0,10.0,19,12,12,8,4,1,0,10.80,44,61,5,3,0,2,0,0,0,3,.318,3,3,15,22,"6,19",0.32,6,19,"7,29",0.24,7,29,"2,16",0.13,2,16,"2,5",0.40,2,5,0,0,0,0,"8,24","2,6","12,33",7,0,0,0,11,0,0,0,3,17,0,14,6,0,"3,3","4,10","1,13",0,"1,2",Bethany,BETHANY,0,False,,,-2.7896160445642297,98,65,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Chatham,Caleb Jones,Caleb,Jones,,10972,Caleb Jones,0,0CHATHAM,24,18,,,68,9,18,11,2,1,0,11,0,0,10,4,1,0,0,3,0,0,0,2,0,3,0,0.354,22,82,1,1.000,.265,.324,0,0,0,0,0,0,0,0,0,0,0.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,28,14,"5,29",0.17,5,29,"8,38",0.21,8,38,"7,26",0.27,7,26,"2,13",0.15,2,13,0,0,0,0,"9,17","4,3","19,43",6,0,0,0,29,0,0,0,9,26,0,,,,,,,,,Chatham,CHATHAM,0,False,,,-2.805706292547362,99,65,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Saint Vincent,N. Whiteman,N.,Whiteman,,30064,N. Whiteman,0,0ST. VINC,34,26,,,88,19,21,14,2,0,0,16,0,8,17,1,7,0,3,0,0,0,0,0,0,1,0,0.402,23,115,7,1.000,.239,.261,47,0,1,0,0,0,0,0,0,48,.979,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,31,19,"7,28",0.25,7,28,"12,40",0.30,12,40,"8,29",0.28,8,29,"1,7",0.14,1,7,0,0,0,0,"15,41","3,7","30,52",55,0,0,0,5,0,0,0,5,24,0,,,,,,,,,Saint Vincent,ST. VINC,0,False,,,-2.8125178729071085,100,64,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Westminster,Beach Derek,Beach,Derek,,1451,Beach Derek,0,0WES,36,27,,,93,13,19,14,5,2,2,11,0,5,29,7,1,3,0,0,0,0,0,0,0,1,0,0.321,34,109,4,.250,.204,.366,54,0,1,0,0,0,0,0,0,55,.982,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,17,27,"8,36",0.22,8,36,"12,48",0.25,12,48,"8,32",0.25,8,32,"1,7",0.14,1,7,0,0,0,0,"5,18","2,3","19,54",5,0,0,0,81,0,0,0,0,29,0,,,,,,,,,Westminster,WES,0,False,,,-3.066712894359088,101,64,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Waynesburg,A. Engelmore,A.,Engelmore,,1434,A. Engelmore,0,0WAYNESBU,36,36,,,133,12,36,22,5,0,0,3,0,3,24,6,1,0,0,4,0,0,0,1,1,6,0,0.294,41,143,1,1.000,.271,.308,42,36,5,0,0,0,0,0,0,83,.940,0,.000,16,1,2,0,1,1,0,0,0,0,10.2,8,8,6,9,3,1,0,6.75,45,57,0,3,0,1,2,0,0,2,.356,5,5,29,43,"11,42",0.26,11,42,"22,78",0.28,22,78,"14,55",0.25,14,55,"5,20",0.25,5,20,0,0,0,0,"9,27","12,14","42,84",80,0,0,0,0,0,0,0,16,31,0,11,12,0,"0,1","2,6","0,5",0,"1,3",Waynesburg,WAYNESBU,0,False,,,-3.0706185821999887,102,63,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Westminster,Tomko Chase,Tomko,Chase,,1451,Tomko Chase,0,0WES,35,35,,,130,21,30,14,9,1,1,13,0,6,33,7,1,1,0,0,0,0,0,1,0,3,0,0.329,44,149,2,.500,.231,.338,262,15,5,2,0,33,8,11,0,282,.982,41,.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,27,37,"8,43",0.19,8,43,"16,78",0.21,16,78,"11,51",0.22,11,51,"3,7",0.43,3,7,0,0,0,0,"10,27","1,10","34,87",53,0,0,0,12,0,0,0,4,34,0,,,,,,,,,Westminster,WES,0,False,,,-3.1277465673802336,103,63,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Saint Vincent,L. Golkosky,L.,Golkosky,,30064,L. Golkosky,0,0ST. VINC,22,10,,,46,8,13,8,0,0,0,5,0,1,11,2,2,0,4,2,0,0,0,0,0,0,0,0.352,13,58,2,1.000,.283,.283,22,23,8,0,0,0,0,3,0,53,.849,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,15,11,"3,15",0.20,3,15,"10,31",0.32,10,31,"8,20",0.40,8,20,"2,8",0.25,2,8,0,0,0,0,"3,9","5,7","22,40",72,0,0,0,42,0,0,0,12,15,0,,,,,,,,,Saint Vincent,ST. VINC,0,False,,,-3.2111165334150513,104,63,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Saint Vincent,A. Hess,A.,Hess,,30064,A. Hess,0,0ST. VINC,40,40,,,120,18,28,16,3,1,0,19,1,8,15,5,4,3,7,4,0,0,0,3,0,3,0,0.364,33,158,7,.571,.233,.275,79,107,17,0,0,0,0,13,0,203,.916,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,41,37,"7,38",0.18,7,38,"13,62",0.21,13,62,"9,44",0.20,9,44,"4,17",0.24,4,17,0,0,0,0,"15,34","6,12","48,86",41,0,0,0,0,0,0,0,18,25,0,,,,,,,,,Saint Vincent,ST. VINC,0,False,,,-3.3826998117846108,105,62,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Waynesburg,G. Comer,G.,Comer,,1434,G. Comer,0,0WAYNESBU,22,22,,,78,7,19,8,3,1,1,7,0,2,12,8,1,1,2,0,0,0,0,0,1,2,0,0.322,27,89,2,.500,.244,.346,52,17,4,0,0,0,0,1,0,73,.945,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,22,25,"3,21",0.14,3,21,"8,37",0.22,8,37,"5,23",0.22,5,23,"4,11",0.36,4,11,0,0,0,0,"10,25","1,6","17,42",71,0,0,0,0,0,0,0,4,20,0,,,,,,,,,Waynesburg,WAYNESBU,0,False,,,-3.464754789991619,106,62,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Franciscan,John Nemmers,John,Nemmers,,30069,John Nemmers,0,0FUS,22,15,,,51,9,11,5,0,0,2,7,0,3,17,1,0,0,2,0,0,0,0,0,0,0,0,0.344,17,63,0,.000,.216,.333,18,1,1,0,0,0,0,0,0,20,.950,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,8,13,"2,8",0.25,2,8,"5,28",0.18,5,28,"4,24",0.17,4,24,"0,2",0,0,2,0,0,0,0,"12,18","2,10","11,32",2,0,0,0,33,0,0,0,6,8,0,,,,,,,,,Franciscan,FUS,0,False,,,-3.555534206528988,107,62,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Franciscan,Devon Ashcraft,Devon,Ashcraft,,30069,Devon Ashcraft,0,0FUS,18,14,,,47,10,12,9,1,0,0,6,0,3,5,1,5,1,2,2,0,0,0,1,0,1,0,0.362,13,60,6,.833,.255,.277,11,23,5,0,0,6,0,2,0,39,.872,6,1.000,18,1,0,0,0,0,0,0,0,0,7.2,15,13,3,5,5,0,0,15.26,39,47,1,3,0,2,0,0,0,2,.462,1,1,17,16,"1,12",0.08,1,12,"10,26",0.38,10,26,"5,16",0.31,5,16,"0,2",0,0,2,0,0,0,0,"3,13","6,8","23,35",10,0,0,0,0,0,0,0,8,15,0,11,6,0,"2,3","2,7","1,1",0,"2,4",Franciscan,FUS,0,False,,,-3.5841244183876846,108,61,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Waynesburg,H. Mamie,H.,Mamie,,1434,H. Mamie,0,0WAYNESBU,14,9,,,30,4,8,1,0,1,0,4,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0.353,10,34,0,.000,.267,.333,52,8,1,0,0,11,2,0,0,61,.984,13,.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,9,"1,9",0.11,1,9,"2,14",0.14,2,14,"1,11",0.09,1,11,"2,4",0.50,2,4,0,0,0,0,"2,7","0,3","7,18","0,1",0,0,1,11,0,0,0,0,9,0,,,,,,,,,Waynesburg,WAYNESBU,0,False,,,-3.6211896772197907,109,61,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Westminster,Reed Josh,Reed,Josh,,1451,Reed Josh,0,0WES,30,27,,,95,21,23,11,2,2,0,12,0,4,15,4,1,1,1,1,0,0,0,0,0,0,0,0.348,29,113,2,.500,.242,.305,138,9,3,0,0,2,0,15,0,150,.980,2,1.000,11,1,1,1,1,1,0,0,0,0,16.2,8,6,7,14,1,0,3,3.24,63,70,1,0,0,0,0,0,1,3,.175,5,3,37,17,"9,35",0.26,9,35,"10,49",0.20,10,49,"8,34",0.24,8,34,"1,4",0.25,1,4,0,0,0,0,"7,25","4,7","27,56",8,0,0,0,0,0,0,0,15,25,0,19,16,1,"0,2","1,3","0,2",0,"0,2",Westminster,WES,0,False,,,-3.6463785734523757,110,61,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Grove City,Dan Luko,Dan,Luko,,265,Dan Luko,0,0GRO,25,25,,,80,14,18,16,6,1,1,6,0,1,19,6,10,1,0,0,0,0,0,2,0,3,0,0.287,29,87,11,.909,.225,.363,27,0,0,0,0,0,0,0,0,27,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,16,23,"6,25",0.24,6,25,"13,52",0.25,13,52,"10,36",0.28,10,36,"2,5",0.40,2,5,0,0,0,0,"6,19","2,9","20,53",25,0,0,0,1,0,0,0,2,19,0,,,,,,,,,Grove City,GRO,0,False,,,-3.6546622317401,111,60,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Geneva,Connor O'brien,Connor,O'brien,,30084,Connor O'brien,0,0GENEVA,35,34,,,117,30,29,16,3,0,0,11,0,5,21,5,11,0,1,2,0,0,0,0,0,0,0,0.333,32,136,11,1.000,.248,.274,28,50,12,0,0,0,0,5,0,90,.867,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,37,27,"12,43",0.28,12,43,"17,71",0.24,17,71,"12,46",0.26,12,46,"3,9",0.33,3,9,0,0,0,0,"16,28","8,14","42,81",10,0,0,0,"1,1",1.00,1,1,13,36,0,,,,,,,,,Geneva,GENEVA,0,False,,,-3.7135766289881196,112,60,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,W&J,Eli Owens,Eli,Owens,,751,Eli Owens,0,0WASH. &,17,6,,,31,3,9,4,0,0,0,1,0,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0.333,9,33,0,.000,.290,.290,5,10,1,0,0,0,0,0,0,16,.938,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,6,"3,10",0.30,3,10,"4,13",0.31,4,13,"4,10",0.40,4,10,0,0,0,0,0,0,0,0,"4,8","2,3","7,14",13,0,0,0,65,0,0,0,1,5,0,,,,,,,,,W&J,WASH. &,0,False,,,-3.750481744562192,113,60,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Bethany,Tyler Mckee,Tyler,Mckee,,59,Tyler Mckee,0,0BETHANY,23,14,,,61,4,15,13,6,0,0,1,0,4,18,5,2,0,0,1,0,0,0,0,0,0,0,0.299,21,67,2,1.000,.246,.344,18,40,6,0,0,1,0,6,0,64,.906,1,1.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,9,19,"8,22",0.36,8,22,"9,35",0.26,9,35,"7,24",0.29,7,24,"1,8",0.13,1,8,0,0,0,0,"3,13","4,6","15,38",82,0,0,0,35,0,0,0,2,15,0,,,,,,,,,Bethany,BETHANY,0,False,,,-3.941472262347918,114,59,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Chatham,Kayden Leck,Kayden,Leck,,10972,Kayden Leck,0,0CHATHAM,23,18,,,65,10,17,10,2,0,0,5,0,1,14,6,4,2,0,1,0,0,0,0,1,2,0,0.319,19,72,6,.667,.262,.292,94,8,0,10,0,27,6,0,0,102,1.000,33,.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,16,17,"7,24",0.29,7,24,"8,32",0.25,8,32,"7,21",0.33,7,21,"4,13",0.31,4,13,0,0,0,0,"5,16","3,5","15,33",77,0,0,0,85,0,0,0,3,12,0,,,,,,,,,Chatham,CHATHAM,0,False,,,-4.059488559923427,115,59,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Allegheny,Grant Dowden,Grant,Dowden,,19,Grant Dowden,0,0ALL,29,12,,,49,12,12,9,1,0,0,4,0,4,12,4,1,2,0,0,0,0,0,1,0,1,0,0.351,13,57,3,.333,.245,.265,30,0,0,0,0,0,0,0,0,30,1.000,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,11,13,"5,19",0.26,5,19,"7,22",0.32,7,22,"6,17",0.35,6,17,"0,3",0,0,3,0,0,0,0,"4,13","4,4","14,26",3,0,0,0,13,0,0,0,0,14,0,,,,,,,,,Allegheny,ALL,0,False,,,-4.1669144841607535,116,59,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Chatham,Jake Bredl,Jake,Bredl,,10972,Jake Bredl,0,0CHATHAM,29,26,,,82,15,18,9,4,0,0,7,0,13,23,2,10,0,0,2,0,0,0,0,2,0,0,0.365,22,104,10,1.000,.220,.268,33,1,1,0,0,0,0,0,0,35,.971,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,14,24,"8,28",0.29,8,28,"10,52",0.19,10,52,"5,34",0.15,5,34,"4,14",0.29,4,14,0,0,0,0,"10,23","6,14","26,59",12,0,0,0,0,0,0,0,9,25,0,,,,,,,,,Chatham,CHATHAM,0,False,,,-4.382647601250599,117,58,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Saint Vincent,I. Petty,I.,Petty,,30064,I. Petty,0,0ST. VINC,28,21,,,66,15,15,9,1,0,0,8,0,7,11,4,1,2,4,0,0,0,0,2,1,4,0,0.370,16,85,3,.333,.227,.242,49,0,2,0,0,0,0,0,0,51,.961,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,27,12,"5,19",0.26,5,19,"7,40",0.18,7,40,"5,26",0.19,5,26,"1,3",0.33,1,3,0,0,0,0,"8,20","3,9","28,52",38,0,0,0,6,0,0,0,10,15,0,,,,,,,,,Saint Vincent,ST. VINC,0,False,,,-4.425963379274552,118,58,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Waynesburg,J. Mosley,J.,Mosley,,1434,J. Mosley,0,0WAYNESBU,31,27,,,79,8,21,7,1,0,0,4,0,2,8,3,0,0,5,1,0,0,0,1,1,1,0,0.314,22,91,0,.000,.266,.278,38,5,2,0,0,0,0,0,0,45,.956,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,37,18,"8,30",0.27,8,30,"11,35",0.31,11,35,"6,22",0.27,6,22,"2,7",0.29,2,7,0,0,0,0,"8,17","2,4","24,43",1,0,0,0,35,0,0,0,11,13,0,,,,,,,,,Waynesburg,WAYNESBU,0,False,,,-4.520037569831581,119,57,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,W&J,Teddy Platt,Teddy,Platt,,751,Teddy Platt,0,0WASH. &,29,27,,,80,17,19,3,2,1,0,11,0,3,9,4,5,1,2,2,0,0,0,0,0,2,0,0.344,23,98,6,.833,.238,.288,53,71,5,0,0,0,0,15,0,129,.961,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,33,21,"9,32",0.28,9,32,"8,38",0.21,8,38,"3,24",0.13,3,24,"1,8",0.13,1,8,0,0,0,0,"7,13","2,2","20,47",10,0,0,0,0,0,0,0,6,27,0,,,,,,,,,W&J,WASH. &,0,False,,,-4.764439992354919,120,57,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Geneva,Simon Wehr,Simon,Wehr,,30084,Simon Wehr,0,0GENEVA,17,10,,,42,17,9,7,3,0,0,6,0,2,15,9,5,0,2,0,0,0,0,0,0,0,0,0.340,12,52,5,1.000,.214,.286,19,2,3,0,0,0,0,0,0,24,.875,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,9,9,"2,12",0.17,2,12,"8,28",0.29,8,28,"4,16",0.25,4,16,"1,4",0.25,1,4,0,0,0,0,"2,9","3,5","16,32",5,0,0,0,55,0,0,0,2,14,0,,,,,,,,,Geneva,GENEVA,0,False,,,-5.013360955904219,121,57,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Waynesburg,N. Gabriel,N.,Gabriel,,1434,N. Gabriel,0,0WAYNESBU,18,12,,,46,6,10,8,3,0,0,6,0,2,11,3,5,0,0,0,0,0,0,0,0,0,0,0.333,13,54,5,1.000,.217,.283,26,36,2,0,0,0,0,9,0,64,.969,0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,11,11,"4,16",0.25,4,16,"5,25",0.20,5,25,"4,17",0.24,4,17,"3,8",0.38,3,8,0,0,0,0,"6,14","1,2","14,29",7,0,0,0,"0,1",0,0,1,4,14,0,,,,,,,,,Waynesburg,WAYNESBU,0,False,,,-5.034183479956877,122,56,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,W&J,Brody Bartenstein,Brody,Bartenstein,,751,Brody Bartenstein,0,0WASH. &,20,16,,,47,7,9,7,0,0,1,8,0,3,15,2,2,0,1,0,0,0,0,0,1,0,0,0.345,12,59,2,1.000,.191,.255,115,14,2,3,0,16,7,0,0,131,.985,23,.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,12,"4,17",0.24,4,17,"7,28",0.25,7,28,"4,17",0.24,4,17,"0,3",0,0,3,0,0,0,0,"6,13","3,4","13,30",0,0,0,0,11,0,0,0,6,12,0,,,,,,,,,W&J,WASH. &,0,False,,,-5.273465388352454,123,56,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Franciscan,David Ferroni,David,Ferroni,,30069,David Ferroni,0,0FUS,34,34,,,100,7,23,13,3,1,0,6,0,2,19,6,3,0,3,1,0,0,0,3,0,5,0,0.284,28,112,3,1.000,.230,.280,109,19,7,8,0,90,15,0,0,135,.948,105,.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,27,32,"9,35",0.26,9,35,"16,73",0.22,16,73,"11,46",0.24,11,46,"1,3",0.33,1,3,0,0,0,0,"6,16","4,9","34,79",26,0,0,0,22,0,0,0,13,36,0,,,,,,,,,Franciscan,FUS,0,False,,,-5.334571807290235,124,56,batting
2025-26,baseball,Presidents Athletic Conference (PAC),pac,Bethany,Niko Heidt,Niko,Heidt,,59,Niko Heidt,0,0BETHANY,29,20,,,70,12,17,6,4,0,0,4,0,1,20,4,6,1,1,2,0,0,0,0,0,1,0,0.286,21,78,7,.857,.243,.300,74,8,2,6,0,14,4,0,0,84,.976,18,.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,16,17,"5,27",0.19,5,27,"3,31",0.10,3,31,"2,19",0.11,2,19,"1,13",0.08,1,13,0,0,0,0,"7,19","2,2","12,35",1,0,0,0,"0,1",0,0,1,7,22,0,,,,,,,,,Bethany,BETHANY,0,False,,,-5.440893872282187,125,55,batting
